transaction_id,vehicle_id,customer_id,salesperson_id,dealership_id,sale_date,sale_price,trade_in_vehicle_id,financing_type,sale_status
60677,53055,12456,2019,1003,2026-05-19,13540.54,,Lease,completed
60678,51533,14223,2001,1006,2025-11-06,12043.32,,finance,completed
60679,53136,10810,2030,1005,2026-06-18,38572.23,,Lease,completed
60680,52459,11309,2013,1003,2025-04-22,49010.54,,leasee,completed
60681,53847,15004,2028,1003,2025-08-16,35447.98,,cash ,completed
60682,50062,11941,2006,1003,2026-07-06,27529.33,,cash,completed
60683,53866,10936,2011,1004,2025-10-17,52708.88,,cash ,completed
60684,51426,15165,2026,1005,2025-11-19,26143.96,,finance,completed
60685,52649,10836,2029,1001,2026-02-13,29759.57,,LEASE,completed
60686,50264,10233,2018,1005,2026-06-13,12301.58,52015,finance,completed
60687,52690,11047,2009,1001,2025-02-19,46383.18,,lease ,completed
60688,52749,11548,2006,1002,2025-03-04,17143.94,,cash,completed
60689,50092,12521,2016,1003,2024-12-31,16474.79,52836,finance,completed
60690,50945,11308,2007,1001,2026-06-08,18915.64,50553,lease,completed
60691,52949,14483,2008,1005,2026-01-14,51125.98,,LEASE,completed
60692,52476,11352,2029,1001,2026-02-21,25626.31,53213,Lease,completed
60693,52070,10805,2017,1006,2026-01-31,14752.38,52452,LEASE,completed
60694,51934,10348,2024,1001,2025-12-04,32236.4,,Lease,completed
60695,52488,13110,2013,1002,2025-11-04,38904.71,,LEASE,completed
60696,53196,14360,2026,1005,2026-06-26,53470.55,,finance,completed
60697,51404,14374,2001,1005,2025-10-17,16624.04,,finance ,completed
60698,51794,13026,2010,1004,2024-08-08,44887.79,52522,cash,completed
60699,51793,10471,2028,1006,2026-05-14,20123.16,,Finance,completed
60700,50013,10528,2017,1005,2026-04-08,14706.13,,cash,completed
60701,52644,11038,2006,1002,2026-06-25,45727.32,,leasee,completed
60702,52326,13447,2008,1002,2026-03-31,13366.19,,cash,completed
60703,53834,10656,2007,1002,2025-08-12,26628.28,51138,cash ,completed
60704,51205,14373,2029,1001,2024-02-09,34619.95,,finance,completed
60705,53235,10909,2006,1004,2026-01-25,30621.7,52203,Finance,completed
60706,53110,12741,2013,1004,2025-10-21,37207.7,,FINANCE,completed
60707,52591,13899,2029,1005,2025-05-25,10007.97,,cash ,completed
60708,52894,14323,2020,1005,2024-12-23,35457.94,51216,finance,completed
60709,50899,12921,2011,1004,2026-04-28,11036.62,,finance,completed
60710,53279,13865,2017,1004,2026-01-19,17085.03,50645,cash,completed
60711,50312,13251,2028,1004,2026-05-28,15937.6,,finance,completed
60712,53202,11482,2020,1004,2026-03-21,16190.63,,finance,completed
60713,51493,10332,2007,1006,2026-06-27,9292.45,51767,finance ,completed
60714,53625,11954,2019,1001,2026-01-10,10519.75,,Cash,completed
60715,52552,12121,2007,1005,2024-12-09,26591.83,,CASH,completed
60716,53728,10318,2027,1003,2026-06-28,30477.48,,Finance,completed
60717,50511,13903,2014,1004,2026-05-18,35137.1,,cash,completed
60718,50632,11950,2016,1004,2026-06-01,37827.26,,CASH,completed
60719,51105,13635,2003,1004,2026-06-27,44294.04,,cash,completed
60720,50553,13651,2020,1001,2024-11-09,13756.71,,leasee,completed
60721,52090,13659,2001,1003,2024-12-18,34135.74,,cash,completed
60722,50042,12503,2018,1005,2023-09-08,41910.73,53527,CASH,completed
60723,50813,11017,2029,1004,2026-04-27,31082.03,,cash ,completed
60724,50949,14942,2016,1001,2026-02-23,17443.35,51084,LEASE,completed
60725,53920,13605,2008,1004,2026-02-14,14187.78,,FINANCE,completed
60726,50400,13835,2030,1006,2025-02-23,57389.5,,Cash,completed
60727,51450,12503,2027,1002,2026-03-28,15676.96,53032,cash,completed
60728,50641,13993,2016,1006,2026-06-16,44547.5,,Lease,completed
60729,52393,11030,2023,1006,2025-06-10,47176.32,51215,Lease,completed
60730,53515,14391,2003,1004,2025-05-08,16038.42,,Cash,completed
60731,50770,12104,2014,1001,2025-07-12,31845.48,,Lease,completed
60732,50359,14585,2017,1003,2024-10-05,40894.48,,lease ,completed
60733,51820,10284,2025,1002,2026-04-16,46832.24,,cash,completed
60734,50435,10344,2024,1002,2024-06-04,29385.2,,lease ,completed
60735,51020,14894,2008,1002,2026-03-09,17248.41,51205,finance,completed
60736,53731,14999,2008,1006,2025-10-14,59955.02,50931,cash ,completed
60737,50002,12497,2024,1005,2024-06-15,21506.36,,leasee,completed
60738,52961,10509,2026,1005,2025-05-20,37957.32,51657,Cash,completed
60739,53084,14776,2008,1002,2026-06-24,42750.89,,cash ,completed
60740,52198,13045,2013,1006,2025-04-07,19327.82,,Cash,completed
60741,53915,14388,2008,1003,2026-02-19,14410.64,,cash,completed
60742,53665,14219,2013,1003,2026-03-28,12375.37,,lease ,completed
60743,52720,14851,2020,1004,2026-05-13,45247.94,,lease ,completed
60744,53725,15053,2018,1003,2026-04-20,25916.08,,lease,completed
60745,50433,13289,2012,1003,2025-04-22,50569.64,,finance ,completed
60746,50698,999999999,2028,1005,2026-06-30,32528.67,50375,Finance,completed
60747,51486,11751,2011,1002,2024-09-08,43446.48,,lease ,completed
60748,50837,11039,2024,1005,2025-08-19,37790.76,,cash,completed
60749,50762,12902,2013,1001,2025-01-24,15610.37,52659,finance,completed
60750,53210,10523,2010,1002,2025-07-26,46868.03,,Cash,completed
60751,50580,10658,2027,1005,2025-08-31,16197.1,53897,finance,completed
60752,50570,14540,2001,1004,2025-04-15,11195.58,,leasee,completed
60753,51510,10209,2020,1003,2025-08-06,41367.52,,cash,completed
60754,53358,14367,2030,1001,2026-06-02,43692.6,50680,cash,completed
60755,52387,12218,2026,1002,2026-03-22,26985.15,,cash,completed
60756,53386,12484,2006,1002,2024-06-15,22601.48,51327,cash,completed
60757,52148,12143,2002,1006,2025-04-07,30253.87,53413,lease,completed
60758,50581,14100,2018,1001,2026-07-06,22899.91,,finance ,completed
60759,53678,14795,2021,1005,2025-12-20,38796.14,53651,CASH,completed
60760,51290,12089,2007,1004,2026-07-04,25094.94,,cash,completed
60761,51124,14858,2013,1001,2026-07-03,53348.84,,FINANCE,completed
60762,53527,10726,2004,1003,2026-05-27,24709.84,,cash ,completed
60763,54026,12027,2002,1001,2026-01-19,31249.13,,Cash,completed
60764,51378,14359,2030,1004,2026-06-18,12686.35,51128,LEASE,completed
60765,51989,13148,2007,1004,2025-05-12,49173.5,,Lease,completed
60766,50685,10283,2002,1006,2026-03-28,39728.01,,finance ,completed
60767,52381,10056,2024,1001,2024-06-09,25668.1,50837,cash,completed
60768,52297,999999999,2011,1005,2026-03-17,13965.7,,lease ,completed
60769,52221,10398,2007,1006,2025-03-20,31552.7,,cash,completed
60770,50661,12611,2006,1003,2026-02-02,47613.44,51348,lease,completed
60771,51280,11499,2021,1005,2026-04-17,36536.22,,Lease,completed
60772,51377,13364,2014,1005,2024-05-31,26792.45,50898,lease ,completed
60773,53023,11050,2017,1001,2025-08-19,44330.59,54040,CASH,completed
60774,51952,14763,2020,1006,2026-06-01,53764.83,,leasee,completed
60775,50073,14641,2029,1001,2025-09-10,49607.69,,Finance,completed
60776,52462,12771,2005,1006,2026-06-12,44816.91,,Cash,completed
60777,52250,14138,2018,1006,2025-08-20,29794.96,,cash ,completed
60778,51541,14092,2002,1001,2025-11-03,45453.52,,leasee,completed
60779,50230,13958,2020,1005,2026-06-11,34971.0,,LEASE,completed
60780,52413,12681,2001,1005,2026-06-21,48705.78,,cash,completed
60781,50016,10390,2027,1005,2025-08-18,16952.46,50318,finance,completed
60782,50024,13239,2024,1004,2026-01-18,20354.14,,Finance,completed
60783,51357,12574,2018,1001,2026-07-01,39569.64,,finance,completed
60784,52333,14785,2004,1003,2024-05-02,31781.25,,finance,completed
60785,53209,12871,2024,1002,2024-10-07,11946.47,,FINANCE,completed
60786,53913,12502,2002,1003,2026-05-30,17810.36,,LEASE,completed
60787,51551,13800,2013,1001,2026-01-11,26568.13,,cash ,completed
60788,50055,11803,2005,1004,2025-05-13,26165.05,,finance,completed
60789,52457,12231,2011,1001,2025-04-29,11648.63,,Lease,completed
60790,52877,10881,2023,1003,2026-03-06,28069.33,,finance,completed
60791,51747,14084,2025,1003,2026-01-04,30250.92,,cash,completed
60792,52040,10640,2004,1006,2025-08-15,13515.31,,leasee,completed
60793,51649,14568,2007,1006,2025-01-16,34142.94,,Lease,completed
60794,53594,12628,2006,1004,2025-12-01,-178.21,53305,cash ,completed
60795,52617,12182,2020,1003,2024-10-03,39789.13,50858,lease,completed
60796,52093,14712,2018,1002,2026-03-08,31194.94,,Finance,completed
60797,53309,10675,2013,1006,2026-06-04,27665.61,,cash ,completed
60798,53379,12711,2020,1002,2026-05-13,46877.83,,lease,completed
60799,53199,12338,2026,1002,2025-11-30,17990.09,,lease ,completed
60800,51976,10148,2014,1004,2025-11-21,14844.03,,lease,completed
60801,50715,12563,2003,1005,2025-03-16,36552.46,,cash,completed
60802,51068,14001,2022,1003,2026-03-01,11156.64,,cash,completed
60803,52508,11374,2030,1004,2025-03-26,21501.64,,CASH,completed
60804,52355,12384,2027,1003,2026-06-05,-329.37,,finance,completed
60805,53435,12624,2003,1006,2025-05-02,35716.7,,cash ,completed
60806,50892,14994,2021,1003,2025-06-17,51232.45,,finance ,completed
60807,50080,10086,2021,1005,2026-01-22,36999.16,,FINANCE,completed
60808,50475,10292,2007,1002,2026-06-22,18242.08,,Cash,completed
60809,52266,14795,2028,1005,2025-04-18,18565.3,,finance ,completed
60810,53933,12885,2008,1003,2025-09-11,17723.76,50279,finance ,completed
60811,52370,14833,2008,1006,2026-04-25,29968.61,50718,Cash,completed
60812,53037,10180,2010,1001,2026-03-10,45670.14,,cash ,completed
60813,50476,12653,2009,1001,2026-06-03,13268.34,,finance,completed
60814,52072,12710,2018,1003,2025-06-14,34086.86,51590,FINANCE,completed
60815,53367,14182,2003,1006,2025-01-07,38830.45,,CASH,completed
60816,51451,13089,2023,1006,2026-02-22,40332.75,,Lease,completed
60817,52658,12955,2004,1004,2025-07-05,51642.48,,LEASE,completed
60818,50743,13144,2017,1002,2026-05-28,49361.79,53473,lease,completed
60819,51144,11677,2013,1004,2025-04-11,38688.23,,cash ,completed
60820,52728,11344,2003,1005,2026-05-03,24614.43,,CASH,completed
60821,50907,12581,2025,1001,2026-07-05,17908.4,,lease ,completed
60822,50863,13134,2020,1006,2026-02-06,14544.64,,finance ,completed
60823,53853,13685,2002,1006,2026-04-24,34055.86,,LEASE,completed
60824,53943,13526,2002,1002,2026-06-19,32121.48,53404,Finance,completed
60825,51341,13721,2015,1006,2026-04-24,55135.24,,Finance,completed
60826,52795,12262,2029,1001,2025-03-06,27069.31,51861,leasee,completed
60827,53002,10780,2006,1001,2026-04-09,27221.78,52833,cash ,completed
60828,53343,10749,2027,1003,2026-01-23,19717.34,,Lease,completed
60829,52345,14946,2024,1006,2026-01-29,43275.95,,Finance,completed
60830,52262,14627,2003,1002,2026-03-05,32298.55,,finance,completed
60831,54010,14285,2019,1001,2024-04-02,8130.4,,finance ,completed
60832,52933,12694,2012,1002,2024-01-02,34295.74,,lease ,completed
60833,53402,13739,2028,1005,2025-08-12,14858.43,51704,cash,completed
60834,50066,10158,2021,1002,2026-01-31,47434.95,,lease,completed
60835,51817,14274,2021,1006,2025-12-10,17684.98,52386,lease ,completed
60836,51629,10113,2007,1004,2025-09-29,37947.81,,finance,completed
60837,53750,12188,2026,1003,2025-10-28,13416.26,,finance,completed
60838,51388,11223,2029,1004,2026-03-19,34617.33,,FINANCE,completed
60839,53323,11994,2011,1006,2026-05-18,11802.89,,leasee,completed
60840,53176,14246,2024,1003,2025-10-11,30970.1,,lease,completed
60841,53339,14906,2004,1001,2026-05-17,17505.01,52838,Lease,completed
60842,51399,13196,2025,1006,2025-08-13,46669.95,,CASH,completed
60843,50503,14182,2029,1001,2023-09-14,20727.43,,Cash,completed
60844,50608,11040,2030,1001,2024-11-12,42291.25,51676,cash,completed
60845,51516,13866,2003,1004,2026-03-04,11963.37,52044,finance,completed
60846,51233,10598,2009,1005,2025-01-05,12515.86,,LEASE,completed
60847,50032,13000,2018,1003,2025-06-23,44851.48,50029,lease,completed
60848,52966,12268,2013,1003,2026-05-26,54473.08,,Finance,completed
60849,53016,11337,2026,1005,2026-06-22,30914.45,,LEASE,completed
60850,50505,11540,2025,1005,2025-05-19,13719.31,51309,cash,completed
60851,52924,13708,2029,1002,2026-01-28,16246.62,,FINANCE,completed
60852,51778,10815,2006,1005,2025-06-22,36902.63,50162,cash,completed
60853,53075,13709,2022,1006,2024-08-29,10707.75,,Cash,completed
60854,51862,10733,2020,1006,2025-05-13,11865.74,,Lease,completed
60855,51457,11236,2024,1001,2026-03-21,48719.98,,finance ,completed
60856,53844,11365,2015,1002,2026-05-24,13176.44,51094,Lease,completed
60857,52242,11124,2015,1004,2026-02-05,41919.95,,LEASE,completed
60858,51687,13203,2009,1001,2025-06-20,35232.38,53222,leasee,completed
60859,51684,12482,2019,1002,2026-02-07,23247.98,,LEASE,completed
60860,51779,13234,2007,1001,2024-07-31,27278.83,,lease ,completed
60861,50262,14167,2004,1004,2026-02-20,41169.83,,finance,completed
60862,50909,14561,2011,1001,2026-02-10,33056.68,,cash ,completed
60863,51790,13081,2011,1002,2026-02-08,21683.05,,finance ,completed
60864,51073,12648,2029,1002,2026-02-06,50644.37,52114,cash,completed
60865,54003,13792,2006,1002,2026-07-02,32001.67,,cash,completed
60866,50403,11810,2001,1001,2023-09-23,24953.22,,finance,completed
60867,50650,14247,2006,1002,2026-02-02,59095.44,51156,cash,completed
60868,53749,13623,2028,1004,2025-03-03,16892.83,,cash ,completed
60869,52959,11695,2006,1006,2026-02-23,35966.66,,finance ,completed
60870,51690,13413,2013,1005,2025-04-28,29016.58,,lease,completed
60871,50536,10364,2030,1001,2025-04-14,33167.54,,lease ,completed
60872,51982,12483,2015,1006,2026-03-25,26667.38,,CASH,completed
60873,53250,10829,2016,1003,2024-10-18,39972.93,,finance ,completed
60874,51435,10964,2023,1002,2026-01-16,13541.87,,Finance,completed
60875,53967,11493,2007,1003,2026-03-12,32578.16,,finance ,completed
60876,53643,11211,2007,1004,2024-09-13,24363.84,53343,finance,completed
60877,52505,10088,2030,1001,2025-08-24,35797.92,,CASH,completed
60878,52973,12649,2014,1004,2026-03-13,43017.86,,finance,completed
60879,53867,10128,2024,1004,2024-09-23,52073.96,,FINANCE,completed
60880,52971,13887,2030,1002,2026-06-14,49873.46,,Finance,completed
60881,52956,11139,2005,1005,2024-04-14,47070.17,,cash,completed
60882,50217,11036,2009,1001,2026-03-02,42825.04,52379,lease ,completed
60883,53762,12391,2021,1005,2024-04-12,37286.5,,Finance,completed
60884,53238,14780,2014,1002,2024-05-03,17040.52,50246,cash,completed
60885,52238,10818,2026,1001,2026-02-14,18435.78,,cash ,completed
60886,51490,10607,2028,1006,2026-02-12,10548.98,,cash ,completed
60887,51557,12042,2027,1002,2026-03-10,38436.33,,lease ,completed
60888,50964,11325,2016,1005,2026-03-29,22744.84,,lease,completed
60889,52150,12321,2021,1003,2024-12-25,25533.85,,finance,completed
60890,53507,13695,2011,1003,2026-06-16,25356.87,,cash,completed
60891,52850,12818,2014,1005,2025-12-23,25657.49,,lease,completed
60892,53259,12538,2024,1005,2026-04-14,19791.63,51106,FINANCE,completed
60893,52401,11770,2019,1006,2025-09-08,42988.0,,Finance,completed
60894,53601,12602,2011,1002,2025-02-03,50888.99,,finance,completed
60895,53778,14039,2023,1005,2024-12-10,26423.92,51929,Lease,completed
60896,53473,12153,2016,1006,2026-06-11,11564.42,53240,cash,completed
60897,52371,14560,2016,1004,2026-01-01,42742.48,,lease ,completed
60898,53219,14514,2020,1004,2025-09-17,48129.47,,finance,completed
60899,52695,12558,2001,1005,2024-12-21,36128.55,51572,finance,completed
60900,51853,11549,2026,1001,2026-02-15,42290.77,50761,cash ,completed
60901,51407,12539,2026,1004,2026-04-24,23032.9,,Finance,completed
60902,50266,14877,2017,1001,2026-02-23,18193.56,,lease,completed
60903,53465,12896,2006,1001,2025-06-09,40334.44,,FINANCE,completed
60904,50258,12937,2021,1003,2025-07-22,26651.8,,finance ,completed
60905,52294,13385,2018,1004,2026-04-16,29659.11,52362,Cash,completed
60906,50365,10786,2009,1002,2026-05-24,52854.19,,cash ,completed
60907,52069,12507,2014,1005,2024-08-11,24206.39,,cash,completed
60908,51236,12026,2009,1006,2025-07-14,43895.46,51893,cash ,completed
60909,51491,12419,2005,1005,2025-12-27,30181.29,,finance,completed
60910,52471,11048,2025,1002,2024-03-26,42487.29,51015,cash ,completed
60911,53591,14483,2012,1006,2025-04-01,31678.15,,FINANCE,completed
60912,52519,15063,2013,1002,2025-11-10,26620.39,,cash,completed
60913,52559,14861,2020,1006,2026-01-08,51097.37,,leasee,completed
60914,52396,10432,2024,1005,2026-04-23,45650.06,,Cash,completed
60915,51695,11950,2011,1005,2025-04-09,35108.27,52282,finance,completed
60916,51070,13656,2022,1004,2025-02-11,11814.77,,Finance,completed
60917,50290,12326,2029,1004,2025-02-12,39492.77,,cash ,completed
60918,50927,13820,2012,1001,2026-04-14,41840.69,,cash ,completed
60919,51212,14134,2005,1002,2025-08-17,31206.6,,FINANCE,completed
60920,50005,14051,2030,1006,2026-03-10,23618.58,,Finance,completed
60921,50894,12145,2021,1001,2026-01-31,13905.17,,LEASE,completed
60922,53689,10621,2025,1003,2026-04-15,40379.56,,finance ,completed
60923,50265,11992,2021,1006,2025-05-19,43028.32,,Cash,completed
60924,50541,12331,2015,1004,2026-05-23,31077.53,,finance,completed
60925,53975,11933,2022,1004,2025-11-03,44304.32,,FINANCE,completed
60926,51423,14471,2024,1003,2024-12-04,23773.87,,Lease,completed
60927,51621,15041,2017,1004,2026-06-03,30697.61,51200,Lease,completed
60928,777777777,10059,2021,1006,2026-01-06,23928.57,,cash ,completed
60929,50695,10165,2014,1003,2026-02-03,10126.98,,Finance,completed
60930,53880,12388,2011,1004,2025-12-30,22709.13,53650,LEASE,completed
60931,53499,10810,2002,1001,2026-06-20,27899.91,,Lease,completed
60932,777777777,12881,2003,1001,2024-01-05,28090.54,50678,lease,completed
60933,53820,11362,2004,1004,2025-07-16,39009.55,,CASH,completed
60934,52253,14206,2009,1003,2026-02-21,47736.2,53585,lease ,completed
60935,50654,14821,2029,1006,2026-05-02,25755.99,,cash ,completed
60936,50492,11076,2024,1006,2026-03-19,45280.06,,cash ,completed
60937,51674,11759,2013,1006,2025-11-06,46527.22,,Cash,completed
60938,53028,12109,2019,1005,2026-06-24,17933.52,,cash,completed
60939,53596,13693,2020,1001,2025-11-18,36486.61,,finance ,completed
60940,53357,15018,2008,1002,2025-01-14,-142.7,,cash,completed
60941,52646,10433,2017,1006,2025-09-24,34270.74,,CASH,completed
60942,52368,11763,2019,1004,2024-11-16,10391.99,,LEASE,completed
60943,52514,12591,2027,1001,2025-11-19,46625.66,,Cash,completed
60944,50340,13934,2005,1002,2025-12-27,28544.83,,lease,completed
60945,52270,10929,2017,1004,2025-12-22,14169.43,,finance,completed
60946,51973,11159,2010,1004,2025-06-14,30545.62,52916,lease ,completed
60947,53165,13372,2015,1004,2025-05-16,21398.28,,cash ,completed
60948,52598,11333,2013,1006,2026-05-24,14793.25,,cash,completed
60949,53042,10016,2022,1003,2026-04-15,20147.1,,lease,completed
60950,50353,14318,2003,1002,2025-07-12,34650.02,,FINANCE,completed
60951,53133,14160,2023,1005,2025-05-22,20187.96,,Cash,completed
60952,53061,10851,2008,1001,2025-03-19,31621.28,,Cash,completed
60953,50270,11992,2016,1002,2026-04-14,33323.51,,finance ,completed
60954,52527,15113,2007,1001,2024-02-14,44918.62,,FINANCE,completed
60955,51110,14905,2003,1005,2025-07-02,37221.8,,leasee,completed
60956,53879,11661,2021,1002,2026-01-18,15193.92,,cash,completed
60957,52109,14559,2001,1005,2026-05-24,27137.84,,Lease,completed
60958,53797,12831,2022,1003,2025-09-10,12702.38,,LEASE,completed
60959,51067,12352,2002,1003,2023-11-11,49954.39,,CASH,completed
60960,53464,12754,2015,1004,2025-08-09,46005.67,,cash,completed
60961,52576,11972,2023,1006,2026-01-13,15188.37,,FINANCE,completed
60962,50371,14305,2002,1004,2025-05-05,36913.32,,Finance,completed
60963,50520,10455,2005,1006,2026-05-17,21346.7,,Cash,completed
60964,53114,11267,2012,1003,2026-04-11,37284.58,52298,LEASE,completed
60965,52099,11443,2002,1001,2024-03-23,32841.57,,LEASE,completed
60966,51875,14218,2014,1004,2025-04-30,46635.44,,FINANCE,completed
60967,51408,11391,2006,1005,2025-09-20,30117.5,,leasee,completed
60968,51911,12562,2016,1002,2026-05-08,19043.2,,LEASE,completed
60969,53152,10386,2003,1004,2026-07-05,22583.84,,cash ,completed
60970,53298,10278,2019,1005,2026-01-29,23213.8,,LEASE,completed
60971,53117,11823,2008,1003,2026-02-27,17232.48,,lease ,completed
60972,50431,14079,2018,1003,2026-03-12,33257.92,,Cash,completed
60973,52633,10141,2002,1001,2026-07-06,48482.75,,Finance,completed
60974,50682,12333,2009,1003,2024-07-12,49191.08,,finance ,completed
60975,52623,14622,2025,1001,2025-05-03,17558.5,52269,finance,completed
60976,50995,11100,2016,1004,2026-06-11,36716.37,,cash ,completed
60977,53777,12966,2024,1003,2024-05-10,16430.05,,cash,completed
60978,52057,12323,2023,1004,2025-06-16,17666.62,,Lease,completed
60979,53832,14797,2001,1004,2026-05-11,39934.04,,lease ,completed
60980,50838,12827,2024,1006,2026-02-01,54207.99,,LEASE,completed
60981,50765,11426,2024,1002,2026-05-21,38042.11,,lease,completed
60982,52026,12593,2021,1002,2025-12-27,44090.6,,Finance,completed
60983,51047,14944,2018,1006,2024-10-14,25557.97,,cash,completed
60984,50331,11052,2027,1001,2025-04-19,16345.94,,LEASE,completed
60985,50034,14360,2029,1003,2025-06-02,10496.86,,CASH,completed
60986,53923,12574,2029,1002,2024-01-20,27879.98,,LEASE,completed
60987,51756,10039,2017,1005,2026-05-20,23517.76,53001,Cash,completed
60988,50800,11001,2003,1002,2025-10-09,26132.4,,lease ,completed
60989,777777777,10226,2015,1001,2025-12-11,22441.08,,cash,completed
60990,53031,14157,2026,1004,2025-10-04,17224.93,,Cash,completed
60991,777777777,11027,2022,1005,2024-07-13,45620.26,,Lease,completed
60992,51411,15114,2014,1003,2025-09-20,38072.88,,CASH,completed
60993,50027,11545,2018,1003,2025-09-29,34749.44,,FINANCE,completed
60994,52171,10732,2006,1005,2025-05-20,32122.05,51257,cash ,completed
60995,53459,10394,2020,1001,2024-08-03,25461.33,,CASH,completed
60996,51167,13544,2028,1002,2026-03-23,28232.78,53384,Finance,completed
60997,52874,13977,2004,1002,2026-02-09,16528.4,50361,cash,completed
60998,53578,14219,2010,1004,2026-02-17,30621.3,,finance ,completed
60999,50833,14530,2014,1006,2025-07-23,48624.46,,finance ,completed
61000,53996,11429,2012,1002,2025-05-04,41684.17,52451,lease,completed
61001,51483,14242,2004,1003,2026-04-01,16275.28,,LEASE,completed
61002,52819,14117,2030,1003,2026-05-29,33839.34,53099,FINANCE,completed
61003,50018,11186,2025,1002,2025-11-14,42825.89,50596,cash,completed
61004,52137,10105,2011,1005,2026-01-28,16087.87,51247,cash,completed
61005,51630,13647,2024,1005,2025-10-15,15729.29,,Finance,completed
61006,51270,13321,2021,1006,2026-03-08,44983.64,,cash,completed
61007,52978,10760,2011,1003,2026-01-16,20548.11,,LEASE,completed
61008,51422,13355,2001,1003,2025-04-14,43360.92,,leasee,completed
61009,52290,11885,2005,1006,2025-09-28,27467.79,,finance,completed
61010,52827,13189,2030,1003,2026-03-19,33897.37,51789,Cash,completed
61011,52886,14909,2008,1006,2024-07-10,21651.31,,Cash,completed
61012,51926,12007,2029,1004,2026-07-03,53851.52,53590,cash,completed
61013,51427,12815,2009,1003,2024-03-23,24609.02,,cash,completed
61014,53052,11799,2008,1002,2026-03-18,51472.96,,leasee,completed
61015,51851,10483,2005,1001,2026-06-22,20815.0,,lease,completed
61016,52304,12692,2010,1001,2026-06-26,40528.5,,cash,completed
61017,52180,13786,2030,1001,2026-06-24,32561.03,50855,Cash,completed
61018,52039,13013,2011,1004,2025-10-28,17382.46,,finance ,completed
61019,50992,14127,2025,1004,2026-04-11,51165.69,,cash ,completed
61020,52970,13654,2012,1004,2026-07-06,15307.76,,CASH,completed
61021,50287,12190,2030,1005,2026-06-01,31635.09,,CASH,completed
61022,50778,14539,2026,1002,2025-06-22,37185.09,,finance,completed
61023,777777777,13413,2011,1006,2024-04-18,13587.02,,lease,completed
61024,53433,13580,2020,1001,2026-04-20,14019.7,,lease,completed
61025,50112,13813,2016,1002,2024-06-03,37608.64,,cash,completed
61026,50859,13623,2002,1005,2024-05-29,31579.63,,finance,completed
61027,51699,11273,2020,1002,2026-07-03,35284.26,,finance ,completed
61028,52321,10935,2012,1001,2026-03-22,49470.31,53285,CASH,completed
61029,51495,10979,2006,1005,2025-10-03,34813.36,,finance,completed
61030,50155,13285,2010,1001,2026-05-29,32277.63,,lease ,completed
61031,52761,11710,2016,1006,2025-04-26,24823.34,,Finance,completed
61032,51752,13655,2010,1004,2026-05-21,12435.29,,finance ,completed
61033,53699,12097,2005,1004,2026-03-08,10210.94,,Cash,completed
61034,51650,11074,2029,1003,2025-01-01,45547.37,,Finance,completed
61035,50483,11933,2019,1004,2025-12-23,15163.27,53668,finance ,completed
61036,52098,13400,2014,1001,2025-06-07,21842.59,,cash,completed
61037,53074,12568,2017,1005,2025-12-27,44719.71,50599,LEASE,completed
61038,51052,13398,2009,1002,2025-12-14,19167.57,,finance,completed
61039,53404,11805,2001,1001,2025-04-16,33362.89,,CASH,completed
61040,53647,14264,2029,1002,2026-05-21,10886.78,,finance ,completed
61041,50760,14563,2020,1002,2026-06-11,36974.6,,CASH,completed
61042,51382,14642,2028,1002,2025-01-06,15399.82,,leasee,completed
61043,50233,15201,2029,1006,2026-05-21,12231.13,50176,Finance,completed
61044,50804,10976,2027,1004,2025-09-20,17330.7,,cash,completed
61045,51379,12569,2013,1004,2025-12-31,30257.39,,Finance,completed
61046,52061,10093,2028,1002,2024-10-14,15863.05,,Finance,completed
61047,52347,10661,2013,1006,2024-03-22,49360.94,,Finance,completed
61048,52216,11513,2011,1001,2024-08-04,9911.73,,lease ,completed
61049,53940,10282,2008,1002,2025-11-02,32464.93,,Cash,completed
61050,53073,13646,2021,1001,2026-06-16,33471.5,51220,CASH,completed
61051,53043,12357,2023,1003,2026-04-04,10182.03,,cash ,completed
61052,52334,13367,2015,1005,2026-01-11,21335.11,,cash,completed
61053,53497,12405,2023,1002,2025-07-07,45179.67,,finance,completed
61054,50170,13561,2018,1001,2025-05-23,18489.31,,cash ,completed
61055,50625,12495,2027,1003,2026-04-30,40430.52,,LEASE,completed
61056,51083,14348,2010,1003,2025-07-12,41549.63,,Finance,completed
61057,50560,13515,2015,1003,2025-07-30,27857.19,50299,finance,completed
61058,52403,12066,2020,1002,2026-04-15,16796.97,,finance,completed
61059,50934,999999999,2024,1002,2025-11-28,37319.66,,cash,completed
61060,53911,12113,2025,1001,2025-12-08,18236.02,,cash,completed
61061,53347,14746,2016,1002,2025-09-28,46191.07,,leasee,completed
61062,50881,11566,2028,1001,2025-07-31,43923.24,,FINANCE,completed
61063,50050,15186,2030,1005,2026-02-13,35096.79,,Finance,completed
61064,53877,10983,2014,1002,2026-03-18,16180.8,,cash,completed
61065,51584,11340,2007,1001,2025-07-30,46513.42,,cash,completed
61066,51189,14610,2026,1001,2025-02-10,9800.65,,cash ,completed
61067,52741,11383,2015,1004,2026-01-30,26078.03,,LEASE,completed
61068,52191,10125,2007,1003,2026-07-03,12417.03,,lease,completed
61069,50352,14563,2016,1001,2026-04-19,58797.41,,cash,completed
61070,52957,11497,2005,1003,2026-02-20,28696.17,,Finance,completed
