payment_id,reference_type,reference_id,payment_date,amount,method
101449,service,82457,2026-02-06,1042.1,check
101450,service,82458,2024-12-24,5611.26,cash
101451,service,82459,2025-03-22,3360.92,financing
101452,service,82460,2024-08-27,-1067.03,financing
101453,service,82460,2024-08-27,-1067.03,check
101454,service,82464,2024-10-04,6953.62,check
101455,service,82466,2026-05-01,831.07,check
101456,service,82467,2024-12-29,954.36,financing
101457,service,82468,2025-03-06,1768.52,financing
101458,service,82470,2024-10-04,5309.24,cash
101459,service,82474,2024-12-12,3955.51,financing
101460,service,82475,2025-09-23,957.64,card
101461,service,82479,2024-11-23,100.15,card
101462,service,82480,2025-08-27,4493.82,cash
101463,service,82481,2026-04-10,2119.48,financing
101464,service,82485,2025-11-26,2837.88,cash
101465,service,82488,2025-07-30,3935.08,cash
101466,service,82492,2026-04-26,2741.81,card
101467,service,82493,2024-08-14,70.03,card
101468,service,82493,2024-08-14,70.03,cash
101469,service,82496,2026-05-30,3316.99,card
101470,service,82501,2025-01-19,2319.74,financing
101471,service,82503,2025-12-23,5574.29,card
101472,service,82505,2025-11-05,2932.09,check
101473,service,82506,2025-06-23,6837.64,financing
101474,service,82507,2025-01-02,794.28,check
101475,service,82509,2025-08-01,1904.9,card
101476,service,82510,2026-05-31,1719.92,check
101477,service,82512,2025-08-15,919.49,card
101478,service,82512,2025-08-15,919.49,financing
101479,service,82515,2026-03-06,4458.25,cash
101480,service,82516,2025-06-26,701.08,cash
101481,service,82516,2025-06-26,701.08,card
101482,service,82517,2025-12-19,641.01,card
101483,service,82517,2025-12-19,641.01,financing
101484,service,82520,2025-07-19,866.13,cash
101485,service,82522,2025-04-11,1810.11,financing
101486,service,82522,2025-04-11,1810.11,financing
101487,service,82524,2026-03-22,5823.66,check
101488,service,82528,2024-09-05,3361.36,cash
101489,service,82529,2024-09-14,4024.44,check
101490,service,82531,2026-02-28,4957.74,check
101491,service,82532,2025-07-19,1861.67,card
101492,service,82532,2025-07-19,1861.67,cash
101493,service,82533,2025-12-09,-1020.07,check
101494,service,82537,2024-07-24,4536.53,check
101495,service,82538,2026-05-21,4206.27,card
101496,service,82539,2026-02-02,613.8,check
101497,service,82544,2025-07-16,994.52,cash
101498,service,82545,2025-04-09,95.94,card
101499,service,82547,2024-12-02,2939.65,cash
101500,service,82548,2025-06-22,7497.88,check
101501,service,82550,2025-06-28,5329.96,card
101502,service,82556,2025-05-23,2084.8,check
101503,service,82557,2024-09-19,137.22,check
101504,service,82557,2024-09-19,137.22,card
101505,service,82558,2025-05-23,785.76,cash
101506,service,82559,2026-05-12,2883.62,check
101507,service,82560,2026-06-03,4253.87,card
101508,service,82565,2026-05-31,291.84,check
101509,service,82565,2026-05-31,291.84,cash
101510,service,82570,2026-05-12,2857.89,financing
101511,service,82571,2025-08-15,1000.58,card
101512,service,82572,2025-02-17,5484.94,card
101513,service,82579,2025-12-15,338.72,card
101514,service,82587,2024-09-24,6684.91,financing
101515,service,82588,2024-11-19,1355.25,check
101516,service,82591,2025-09-04,264.55,card
101517,service,82591,2025-09-04,264.55,financing
101518,service,82603,2025-09-30,6092.33,financing
101519,service,82605,2024-12-08,1781.31,cash
101520,service,82607,2025-03-01,7262.23,check
101521,service,82608,2025-03-12,5196.84,cash
101522,service,82609,2026-03-27,2439.74,card
101523,service,82609,2026-03-27,2439.74,card
101524,service,82612,2026-06-23,2180.28,financing
101525,service,82613,2025-05-23,1190.46,card
101526,service,82614,2025-07-30,7900.65,financing
101527,service,82616,2025-07-14,8745.91,check
101528,service,82617,2025-01-31,568.12,financing
101529,service,82619,2024-09-09,3547.65,financing
101530,service,82619,2024-09-09,3547.65,financing
101531,service,82620,2025-02-03,1263.04,check
101532,service,82621,2026-05-09,621.45,financing
101533,service,82624,2025-07-14,807.93,card
101534,service,82626,2025-07-21,5796.63,financing
101535,service,82627,2025-01-14,1581.61,financing
101536,service,82627,2025-01-14,1581.61,check
101537,service,82631,2026-05-21,6095.92,cash
101538,service,82632,2025-12-02,4389.57,financing
101539,service,82633,2025-10-23,1800.13,card
101540,service,82634,2024-10-09,1573.28,financing
101541,service,82637,2025-06-15,3336.99,financing
101542,service,82637,2025-06-15,3336.99,cash
101543,service,82638,2025-05-01,7251.36,cash
101544,service,82639,2025-04-27,1567.34,check
101545,service,82640,2025-07-23,5374.88,cash
101546,service,82642,2024-09-11,460.77,card
101547,service,82642,2024-09-11,460.77,financing
101548,service,82645,2025-03-21,1615.59,cash
101549,service,82646,2026-04-19,1310.6,cash
101550,service,82647,2026-03-20,6969.08,check
101551,service,82648,2026-04-04,829.73,financing
101552,service,82651,2025-10-07,358.31,card
101553,service,82651,2025-10-07,358.31,cash
101554,service,82652,2025-01-31,6798.03,check
101555,service,82657,2025-08-21,178.87,card
101556,service,82657,2025-08-21,178.87,check
101557,service,82659,2025-04-20,11073.75,card
101558,service,82660,2025-04-12,728.15,card
101559,service,82660,2025-04-12,728.15,check
101560,service,82661,2025-10-10,2098.84,card
101561,service,82664,2025-09-03,2746.61,card
101562,service,82664,2025-09-03,2746.61,card
101563,service,82665,2026-03-31,318.64,financing
101564,service,82673,2026-01-28,4422.9,cash
101565,service,82674,2026-01-09,652.09,cash
101566,service,82676,2025-09-08,-3044.28,financing
101567,service,82681,2024-08-08,4931.18,check
101568,service,82682,2025-12-15,1827.37,cash
101569,service,82684,2025-08-24,4533.1,check
101570,service,82687,2025-02-08,4073.96,financing
101571,service,82688,2025-02-26,1828.47,financing
101572,service,82688,2025-02-26,1828.47,financing
101573,service,82689,2026-04-30,749.25,financing
101574,service,82691,2024-09-17,3989.61,cash
101575,service,82692,2025-05-27,496.89,check
101576,service,82693,2024-10-31,2614.64,card
101577,service,82695,2024-11-29,4516.06,financing
101578,service,82697,2026-04-07,2433.29,financing
101579,service,82697,2026-04-07,2433.29,financing
101580,service,82698,2025-04-10,1457.15,financing
101581,service,82699,2026-04-18,2530.85,cash
101582,service,82700,2026-04-19,3084.14,financing
101583,service,82703,2025-08-17,5526.7,card
101584,service,82704,2024-07-31,538.34,card
101585,service,82704,2024-07-31,538.34,check
101586,service,82710,2024-07-26,1014.95,check
101587,service,82710,2024-07-26,1014.95,cash
101588,service,82712,2025-12-30,8898.19,cash
101589,service,82721,2025-07-20,7194.9,check
101590,service,82722,2024-12-06,1865.77,check
101591,service,82725,2025-04-28,3227.08,financing
101592,service,82727,2024-12-01,8897.14,cash
101593,service,82728,2024-12-22,1203.51,financing
101594,service,82734,2026-05-12,365.66,check
101595,service,82737,2026-04-14,609.52,cash
101596,service,82737,2026-04-14,609.52,cash
101597,service,82738,2025-02-15,3551.91,card
101598,service,82738,2025-02-15,3551.91,cash
101599,service,82740,2024-08-23,2307.93,cash
101600,service,82741,2024-11-02,1072.78,card
101601,service,82743,2024-07-26,73.6,card
101602,service,82744,2025-01-01,2472.77,cash
101603,service,82745,2024-08-25,5821.38,card
101604,service,82746,2025-02-14,2634.92,card
101605,service,82746,2025-02-14,2634.92,financing
101606,service,82748,2025-07-26,3721.48,card
101607,service,82756,2025-04-16,4328.96,financing
101608,service,82759,2025-02-25,4325.16,cash
101609,service,82762,2024-10-05,1206.79,check
101610,service,82763,2024-11-22,715.01,cash
101611,service,82763,2024-11-22,715.01,cash
101612,service,82764,2025-03-01,5344.48,financing
101613,service,82768,2025-09-15,5893.32,check
101614,service,82770,2024-09-17,1061.05,cash
101615,service,82772,2026-05-08,2799.97,financing
101616,service,82772,2026-05-08,2799.97,check
101617,service,82773,2026-05-06,1645.5,card
101618,service,82774,2025-06-16,340.46,check
101619,service,82775,2024-10-04,480.16,financing
101620,service,82779,2025-11-05,4170.74,check
101621,service,82780,2026-06-25,1569.66,financing
101622,service,82782,2026-03-31,3797.82,financing
101623,service,82784,2026-02-16,180.95,card
101624,service,82788,2026-07-04,5866.21,cash
101625,service,82790,2025-05-04,182.72,card
101626,service,82791,2025-07-07,7603.04,check
101627,service,82793,2025-01-06,779.6,card
101628,service,82795,2024-12-26,4696.22,card
101629,service,82799,2026-04-20,7816.99,financing
101630,service,82800,2025-11-21,955.8,check
101631,service,82800,2025-11-21,955.8,check
101632,service,82802,2025-07-03,7244.47,card
101633,service,82803,2025-11-18,2389.5,cash
101634,service,82805,2025-09-05,1642.8,check
101635,service,82806,2024-10-08,2394.78,card
101636,service,82807,2024-07-11,321.77,check
101637,service,82807,2024-07-11,321.77,check
101638,service,82808,2024-07-31,1030.89,card
101639,service,82809,2025-03-18,1204.9,cash
101640,service,82809,2025-03-18,1209.12,check
101641,service,82813,2025-07-02,3356.86,financing
101642,service,82820,2025-04-06,171.48,check
101643,service,82821,2025-12-12,2662.27,card
101644,service,82823,2025-04-25,1788.2,cash
101645,service,82823,2025-04-25,1788.2,card
101646,service,82826,2025-06-21,883.56,financing
101647,service,82829,2025-05-07,1922.05,cash
101648,service,82829,2025-05-07,1922.05,cash
101649,service,82832,2025-03-14,3848.62,card
101650,service,82832,2025-03-14,3848.62,financing
101651,service,82833,2025-10-19,2666.57,financing
101652,service,82836,2025-02-01,2645.9,check
101653,service,82836,2025-02-01,2645.9,cash
101654,service,82839,2025-10-31,1089.03,check
101655,service,82847,2024-09-01,8035.2,cash
101656,service,82848,2026-01-04,5884.9,cash
101657,service,82849,2025-09-13,474.08,financing
101658,service,82853,2026-03-12,755.04,check
101659,service,82853,2026-03-12,755.04,card
101660,service,82854,2026-01-05,7221.2,card
101661,service,82856,2024-11-27,104.47,financing
101662,service,82859,2025-06-27,1919.14,financing
101663,service,82861,2026-06-13,125.53,cash
101664,service,82861,2026-06-13,125.53,cash
101665,service,82864,2024-11-03,3085.47,check
101666,service,82865,2025-11-23,4449.94,card
101667,service,82866,2025-12-31,-424.0,financing
101668,service,82866,2025-12-31,-424.0,card
101669,service,82867,2024-07-12,891.53,card
101670,service,82868,2026-06-14,3685.36,cash
101671,service,82869,2025-12-08,518.32,financing
101672,service,82870,2024-10-28,2885.94,check
101673,service,82871,2026-04-28,1169.52,cash
101674,service,82873,2024-09-22,1730.67,financing
101675,service,82874,2025-12-11,3563.46,cash
101676,service,82876,2025-05-28,630.2,financing
101677,service,82880,2025-05-12,3662.42,card
101678,service,82882,2024-10-17,1136.4,financing
101679,service,82884,2024-07-29,1151.38,financing
101680,service,82884,2024-07-29,1151.38,check
101681,service,82885,2024-07-18,1438.71,check
101682,service,82894,2025-09-26,2731.48,check
101683,service,82896,2025-08-21,5335.31,card
101684,service,82901,2025-10-31,1635.6,check
101685,service,82901,2025-10-31,1635.6,cash
101686,service,82902,2026-05-22,1540.02,check
101687,service,82902,2026-05-22,1540.02,check
101688,service,82904,2025-08-29,447.39,cash
101689,service,82904,2025-08-29,447.39,card
101690,service,82905,2025-06-18,2648.26,card
101691,service,82905,2025-06-18,2648.26,card
101692,service,82907,2024-10-27,2083.92,cash
101693,service,82910,2025-05-19,5753.21,financing
101694,service,82913,2025-01-31,5243.24,cash
101695,service,82915,2025-04-25,1230.89,financing
101696,service,82917,2024-12-05,2632.92,card
101697,service,82919,2025-07-02,1138.66,card
101698,service,82919,2025-07-02,1138.66,cash
101699,service,82920,2026-05-13,625.81,cash
101700,service,82920,2026-05-13,625.81,financing
101701,service,82923,2026-06-25,2635.61,cash
101702,service,82924,2024-09-10,292.0,cash
101703,service,82926,2026-03-12,1200.16,card
101704,service,82926,2026-03-12,1200.16,cash
101705,service,82935,2024-10-21,756.42,cash
101706,service,82936,2026-01-22,4362.57,card
101707,service,82938,2025-12-02,2735.94,check
101708,service,82939,2025-03-05,4875.84,card
101709,service,82942,2025-05-31,1523.37,cash
101710,service,82942,2025-05-31,1523.37,check
101711,service,82943,2026-03-28,4591.54,financing
101712,service,82946,2025-06-20,2066.82,check
101713,service,82947,2024-10-11,1752.06,card
101714,service,82947,2024-10-11,1752.06,financing
101715,service,82949,2025-11-10,115.23,card
101716,service,82951,2025-08-09,1894.98,check
101717,service,82953,2026-05-31,4156.68,check
101718,service,82954,2025-11-01,5676.8,check
101719,service,82956,2025-04-21,3907.72,check
101720,service,82957,2026-03-13,1933.45,financing
101721,service,82957,2026-03-13,1933.45,check
101722,service,82958,2026-05-24,463.44,card
101723,service,82958,2026-05-24,463.44,cash
101724,service,82959,2026-01-04,5625.92,check
101725,service,82960,2025-06-21,2797.0,check
101726,service,82960,2025-06-21,2797.0,card
101727,service,82962,2025-11-27,813.93,card
101728,service,82964,2024-08-10,2276.12,check
101729,service,82965,2024-11-02,322.8,card
101730,service,82966,2025-11-11,8716.18,check
101731,service,82969,2025-09-30,2486.93,financing
101732,service,82971,2026-05-14,3584.33,check
101733,service,82974,2026-02-17,3529.54,cash
101734,service,82975,2026-05-20,3846.49,check
101735,service,82975,2026-05-20,3846.49,card
101736,service,82978,2025-10-16,7136.03,card
101737,service,82979,2025-12-04,3148.23,check
101738,service,82979,2025-12-04,3148.23,check
101739,service,82984,2026-01-04,5080.93,financing
101740,service,82986,2026-05-15,293.33,cash
101741,service,82989,2025-04-08,721.0,cash
101742,service,82991,2026-02-14,8357.89,check
101743,service,82993,2025-10-26,1597.96,cash
101744,service,82994,2026-04-29,6787.99,check
101745,service,82998,2025-09-04,2303.73,financing
101746,service,82999,2025-08-25,1413.96,cash
101747,service,83001,2025-09-09,-978.41,card
101748,service,83002,2025-04-05,3685.55,card
101749,service,83004,2025-10-26,806.08,check
101750,service,83007,2025-01-19,1000.15,financing
101751,service,83007,2025-01-19,1000.15,card
101752,service,83011,2024-12-17,3911.51,card
101753,service,83013,2026-04-30,117.74,cash
101754,service,83015,2025-11-10,7213.83,check
101755,service,83016,2024-07-25,2424.81,card
101756,service,83021,2024-10-27,895.36,cash
101757,service,83022,2024-09-13,3100.52,card
101758,service,83022,2024-09-13,3100.52,check
101759,service,83023,2026-01-25,1455.23,check
101760,service,83024,2025-06-08,2999.82,cash
101761,service,83029,2026-04-17,345.86,financing
101762,service,83030,2025-12-22,14786.41,cash
101763,service,83034,2025-09-06,7281.5,cash
101764,service,83037,2024-11-02,149.63,cash
101765,service,83041,2024-10-10,1847.34,financing
101766,service,83041,2024-10-10,1847.34,financing
101767,service,83043,2026-06-12,27.34,card
101768,service,83043,2026-06-12,27.34,financing
101769,service,83045,2024-11-10,3241.62,financing
101770,service,83050,2025-12-28,5318.56,check
101771,service,83052,2025-03-13,942.61,financing
101772,service,83052,2025-03-13,942.61,check
101773,service,83054,2026-04-04,1337.32,financing
101774,service,83054,2026-04-04,1337.32,cash
101775,service,83055,2025-02-27,1290.56,check
101776,service,83055,2025-02-27,1290.56,check
101777,service,83056,2026-01-19,2818.96,cash
101778,service,83059,2026-03-05,891.39,cash
101779,service,83059,2026-03-05,891.39,check
101780,service,83060,2026-04-21,349.31,card
101781,service,83060,2026-04-21,349.31,financing
101782,service,83061,2026-03-07,4447.2,financing
101783,service,83062,2024-08-04,783.97,check
101784,service,83064,2026-04-29,4411.17,check
101785,service,83065,2025-10-21,672.74,check
101786,service,83065,2025-10-21,672.74,financing
101787,service,83067,2025-07-10,754.04,cash
101788,service,83068,2025-10-15,2833.12,card
101789,service,83069,2025-06-15,1539.31,financing
101790,service,83069,2025-06-15,1539.31,financing
101791,service,83070,2026-03-22,363.75,cash
101792,service,83070,2026-03-22,363.75,cash
101793,service,83073,2024-10-25,179.31,financing
101794,service,83076,2025-06-04,129.87,financing
101795,service,83076,2025-06-04,129.87,check
101796,service,83079,2024-11-19,6345.72,financing
101797,service,83080,2025-07-23,1092.56,cash
101798,service,83080,2025-07-23,1092.56,financing
101799,service,83083,2024-12-09,4876.27,card
101800,service,83087,2026-05-22,1203.51,cash
101801,service,83091,2025-10-17,1756.61,cash
101802,service,83091,2025-10-17,1756.61,financing
101803,service,83094,2026-05-30,9319.18,cash
101804,service,83097,2025-04-28,189.74,check
101805,service,83097,2025-04-28,189.74,check
101806,service,83098,2025-06-21,4072.84,financing
101807,service,83101,2025-07-22,415.38,financing
101808,service,83103,2024-07-26,3121.03,check
101809,service,83103,2024-07-26,3121.03,card
101810,service,83104,2025-01-06,4144.88,check
101811,service,83106,2024-07-26,988.07,card
101812,service,83110,2025-12-18,4054.8,financing
101813,service,83112,2026-06-01,6359.98,financing
101814,service,83112,2026-06-01,6359.98,cash
101815,service,83114,2025-01-24,3216.21,card
101816,service,83116,2026-03-14,2415.64,check
101817,service,83121,2025-07-17,1887.86,financing
101818,service,83121,2025-07-17,1887.86,card
101819,service,83122,2025-04-12,1000.6,card
101820,service,83122,2025-04-12,1000.6,check
101821,service,83125,2025-06-04,2563.5,card
101822,service,83127,2026-05-10,2724.12,card
101823,service,83127,2026-05-10,2724.12,check
101824,service,83130,2025-04-27,754.93,financing
101825,service,83131,2026-05-26,141.91,card
101826,service,83131,2026-05-26,141.91,cash
101827,service,83132,2025-02-24,10056.15,check
101828,service,83133,2025-08-08,3926.1,cash
101829,service,83137,2024-08-03,6377.65,cash
101830,service,83140,2024-11-16,1238.05,check
101831,service,83140,2024-11-16,1238.05,card
101832,service,83141,2026-06-30,6356.49,financing
101833,service,83142,2025-08-18,463.16,card
101834,service,83143,2026-01-18,5465.92,cash
101835,service,83144,2026-03-23,4228.28,card
101836,service,83145,2024-08-01,724.68,check
101837,service,83147,2024-10-13,2216.84,cash
101838,service,83148,2024-08-08,2468.11,check
101839,service,83148,2024-08-08,2468.11,cash
101840,service,83149,2025-02-01,1681.68,financing
101841,service,83151,2025-06-15,6388.2,cash
101842,service,83153,2026-06-22,4874.31,cash
101843,service,83154,2025-07-21,-279.14,card
101844,service,83155,2025-12-19,3490.44,check
101845,service,83156,2026-06-21,1581.56,cash
101846,service,83157,2026-05-01,3767.54,card
101847,service,83159,2026-02-27,5245.93,cash
101848,service,83160,2026-02-21,5133.87,check
101849,service,83165,2024-09-06,3825.87,check
101850,service,83166,2026-02-01,2164.36,card
101851,service,83167,2026-06-18,4372.99,check
101852,service,83167,2026-06-18,4372.99,financing
101853,service,83170,2025-09-03,617.36,cash
101854,service,83171,2025-12-13,304.75,cash
101855,service,83172,2025-09-02,3821.25,check
101856,service,83174,2026-06-13,7811.62,check
101857,service,83177,2025-04-13,60.61,cash
101858,service,83179,2026-03-16,2075.28,financing
101859,service,83180,2026-04-06,4260.1,check
101860,service,83181,2025-10-28,2628.14,card
101861,service,83181,2025-10-28,2628.14,card
101862,service,83185,2024-12-19,4478.15,cash
101863,service,83187,2025-02-19,1835.5,check
101864,service,83189,2025-01-13,171.9,card
101865,service,83189,2025-01-13,171.9,financing
101866,service,83190,2024-10-20,1269.5,check
101867,service,83192,2025-01-05,300.04,cash
101868,service,83193,2026-07-06,3658.0,financing
101869,service,83196,2026-07-03,-563.41,check
101870,service,83196,2026-07-03,-563.41,cash
101871,service,83197,2024-07-08,936.45,financing
101872,service,83198,2024-07-25,3444.53,card
101873,service,83199,2024-07-30,1042.09,cash
101874,service,83199,2024-07-30,1042.09,check
101875,service,83203,2025-05-15,4665.04,cash
101876,service,83208,2025-08-25,1662.32,card
101877,service,83208,2025-08-25,1679.36,check
101878,service,83212,2026-02-15,1945.02,financing
101879,service,83213,2024-12-10,3796.01,financing
101880,service,83216,2026-02-05,6109.62,check
101881,service,83218,2025-07-31,2446.11,card
101882,service,83220,2024-07-12,1907.04,card
101883,service,83220,2024-07-12,1880.84,card
101884,service,83225,2025-10-10,781.5,check
101885,service,83225,2025-10-10,781.5,financing
101886,service,83227,2025-09-29,784.8,financing
101887,service,83227,2025-09-29,784.8,card
101888,service,83229,2025-12-20,415.86,financing
101889,service,83231,2025-06-03,5304.95,cash
101890,service,83232,2025-12-17,2969.6,card
101891,service,83235,2024-10-12,2861.76,check
101892,service,83237,2025-12-21,6219.5,card
101893,service,83239,2025-06-04,932.88,cash
101894,service,83240,2025-06-30,3835.69,financing
101895,service,83242,2025-08-17,6750.29,financing
101896,service,83243,2026-06-10,267.31,check
101897,service,83243,2026-06-10,267.31,financing
101898,service,83244,2026-04-07,4678.0,card
101899,service,83245,2026-02-04,1108.09,check
101900,service,83246,2025-07-05,255.36,cash
101901,service,83246,2025-07-05,255.36,card
101902,service,83248,2024-10-06,916.76,financing
101903,service,83249,2026-05-02,4027.96,financing
101904,service,83255,2024-10-28,1279.76,cash
101905,service,83256,2025-08-29,4523.57,card
101906,service,83258,2025-02-12,1575.92,check
101907,service,83258,2025-02-12,1601.64,check
101908,service,83259,2026-05-25,216.03,cash
101909,service,83259,2026-05-25,216.03,cash
101910,service,83263,2026-05-11,4549.78,financing
101911,service,83264,2025-02-03,6009.83,cash
101912,service,83266,2026-02-25,2255.18,financing
101913,service,83270,2024-11-23,4778.61,financing
101914,service,83271,2025-05-09,5631.12,cash
101915,service,83274,2025-10-22,1396.65,financing
101916,service,83274,2025-10-22,1396.65,check
101917,service,83275,2025-10-06,325.12,cash
101918,service,83276,2026-04-22,3630.23,financing
101919,service,83278,2024-12-05,3960.17,check
101920,service,83281,2025-02-12,3990.14,card
101921,service,83283,2025-08-02,659.74,check
101922,service,83285,2026-05-12,3782.24,financing
101923,service,83286,2026-02-22,2736.42,cash
101924,service,83287,2025-09-25,7509.91,check
101925,service,83289,2024-10-04,5315.13,financing
101926,service,83290,2026-03-14,6206.36,check
101927,service,83292,2025-10-22,3759.47,cash
101928,service,83295,2024-07-17,524.86,financing
101929,service,83296,2024-11-21,1742.07,financing
101930,service,83297,2026-06-24,7713.57,card
101931,service,83300,2025-04-10,3502.82,card
101932,service,83302,2026-06-14,7277.14,cash
101933,service,83304,2025-05-16,5462.12,cash
101934,service,83306,2026-05-19,2065.2,financing
101935,service,83306,2026-05-19,2065.2,check
101936,service,83313,2025-10-03,2969.57,card
101937,service,83313,2025-10-03,2969.57,financing
101938,service,83318,2025-03-03,1435.3,card
101939,service,83319,2025-07-30,548.5,check
101940,service,83320,2025-11-27,4142.73,check
101941,service,83323,2026-07-01,6829.98,check
101942,service,83329,2025-11-09,3016.87,cash
101943,service,83330,2025-06-08,7596.36,card
101944,service,83331,2026-03-27,4642.42,cash
101945,service,83333,2025-12-13,1239.39,cash
101946,service,83333,2025-12-13,1239.39,financing
101947,service,83335,2025-03-01,2401.2,card
101948,service,83335,2025-03-01,2401.2,cash
101949,service,83336,2024-11-01,3145.37,card
101950,service,83337,2025-03-26,512.96,cash
101951,service,83338,2025-09-22,1573.57,check
101952,service,83338,2025-09-22,1573.57,card
101953,service,83340,2024-12-17,4551.61,check
101954,service,83342,2024-07-18,3413.74,financing
101955,service,83344,2026-06-16,417.03,cash
101956,service,83345,2025-09-28,1877.1,cash
101957,service,83346,2025-11-10,1862.94,card
101958,service,83346,2025-11-10,1849.44,card
101959,service,83348,2025-08-24,2291.52,card
101960,service,83351,2025-12-21,496.24,check
101961,service,83354,2025-03-24,216.33,cash
101962,service,83356,2024-11-24,652.22,card
101963,service,83356,2024-11-24,652.22,cash
101964,service,83358,2024-10-02,137.02,financing
101965,service,83358,2024-10-02,137.02,check
101966,service,83359,2025-09-29,3205.62,cash
101967,service,83360,2024-09-08,4271.87,check
101968,service,83362,2025-01-19,265.16,card
101969,service,83364,2025-08-01,60.88,check
101970,service,83365,2025-08-19,558.75,check
101971,service,83366,2025-12-13,637.7,check
101972,service,83369,2024-12-21,2436.7,check
101973,service,83370,2025-10-29,3376.0,financing
101974,service,83373,2025-02-10,928.52,check
101975,service,83374,2024-11-24,1624.75,financing
101976,service,83374,2024-11-24,1613.47,cash
101977,service,83382,2025-06-02,3740.14,cash
101978,service,83383,2026-03-08,2312.01,cash
101979,service,83391,2024-07-07,973.94,card
101980,service,83398,2024-10-31,4649.19,financing
101981,service,83401,2024-12-28,3656.3,cash
101982,service,83402,2025-12-11,11480.89,card
101983,service,83403,2025-09-21,493.78,check
101984,service,83403,2025-09-21,493.78,card
101985,service,83404,2025-05-07,3346.76,check
101986,service,83406,2025-02-05,898.44,check
101987,service,83407,2024-10-30,4616.8,financing
101988,service,83412,2025-11-24,3464.7,financing
101989,service,83413,2026-03-25,3609.78,financing
101990,service,83417,2025-11-04,7373.35,card
101991,service,83425,2025-05-24,1668.62,card
101992,service,83426,2024-12-22,3412.66,card
101993,service,83427,2024-07-09,5828.16,financing
101994,service,83427,2024-07-09,5828.16,financing
101995,service,83431,2026-01-08,1532.52,card
101996,service,83432,2025-06-09,8273.68,card
101997,service,83434,2025-10-11,10200.84,check
101998,service,83438,2025-07-25,3495.58,card
101999,service,83440,2025-09-20,5433.12,card
102000,service,83441,2025-06-01,2751.63,check
102001,service,83441,2025-06-01,2751.63,check
102002,service,83443,2026-02-24,1105.17,card
102003,service,83444,2025-01-06,1812.5,financing
102004,service,83447,2024-11-06,6156.12,financing
102005,service,83448,2024-11-09,299.16,check
102006,service,83448,2024-11-09,328.42,card
102007,service,83453,2026-05-17,8328.82,cash
102008,service,83454,2026-01-01,6046.07,cash
102009,service,83457,2025-01-17,1244.32,financing
102010,service,83458,2025-12-13,1815.05,cash
102011,service,83459,2026-02-23,6544.04,cash
102012,service,83460,2026-03-30,6755.43,card
102013,service,83464,2025-03-30,2299.04,cash
102014,service,83467,2024-09-02,1752.94,card
102015,service,83468,2026-05-09,520.98,cash
102016,service,83471,2025-03-02,1877.29,cash
102017,service,83472,2025-06-02,3716.82,card
102018,service,83472,2025-06-02,3741.03,financing
102019,service,83473,2026-07-07,5294.45,cash
102020,service,83475,2025-01-22,5138.79,check
102021,service,83476,2026-02-08,2653.51,financing
102022,service,83476,2026-02-08,2653.51,check
102023,service,83478,2025-06-07,4968.66,cash
102024,service,83480,2025-12-26,1544.37,cash
102025,service,83480,2025-12-26,1544.37,cash
102026,service,83481,2026-02-13,1699.16,cash
102027,service,83483,2025-07-30,4493.38,check
102028,service,83485,2024-10-19,318.07,card
102029,service,83486,2025-01-14,3102.38,card
102030,service,83487,2026-02-04,-43.13,check
102031,service,83488,2024-08-02,3850.97,financing
102032,service,83488,2024-08-02,3850.97,cash
102033,service,83489,2025-01-10,565.81,cash
102034,service,83490,2024-11-28,848.72,card
102035,service,83497,2026-06-04,3571.41,cash
102036,service,83497,2026-06-04,3571.41,cash
102037,service,83498,2024-12-06,-472.36,financing
102038,service,83498,2024-12-06,-472.36,card
102039,service,83500,2024-07-31,3430.77,financing
102040,service,83501,2025-08-11,5131.64,cash
102041,service,83502,2025-01-23,13137.84,cash
102042,service,83503,2025-04-27,3306.79,financing
102043,service,83505,2024-11-26,5904.21,check
102044,service,83508,2026-04-05,2272.15,card
102045,service,83509,2025-03-21,3890.42,financing
102046,service,83510,2025-05-14,120.49,card
102047,service,83511,2025-03-08,2246.96,card
102048,service,83512,2025-10-27,2118.96,card
102049,service,83516,2026-02-22,3306.4,financing
102050,service,83518,2024-08-10,2576.38,financing
102051,service,83520,2025-11-06,4821.92,card
102052,service,83521,2024-09-24,5614.68,cash
102053,service,83522,2024-12-06,4385.82,card
102054,service,83523,2025-08-05,7366.08,card
102055,service,83524,2026-01-22,633.43,cash
102056,service,83526,2024-10-06,342.32,check
102057,service,83527,2026-05-01,2365.82,financing
102058,service,83527,2026-05-01,2365.82,card
102059,service,83531,2025-01-14,4425.5,check
102060,service,83532,2024-08-21,2317.56,financing
102061,service,83532,2024-08-21,2317.56,check
102062,service,83541,2024-08-11,3441.38,card
102063,service,83543,2025-07-07,2765.57,financing
102064,service,83543,2025-07-07,2765.57,cash
102065,service,83544,2025-12-27,7145.87,check
102066,service,83549,2026-05-13,353.64,financing
102067,service,83549,2026-05-13,353.64,check
102068,service,83551,2026-02-20,9235.83,card
102069,service,83555,2026-06-22,1929.62,card
102070,service,83556,2025-10-17,5085.9,check
102071,service,83560,2025-11-07,2162.92,card
102072,service,83562,2026-01-05,1519.23,card
102073,service,83562,2026-01-05,1519.23,financing
102074,service,83563,2026-03-13,7351.35,check
102075,service,83567,2024-11-08,8197.35,check
102076,service,83579,2024-07-11,6938.29,card
