line_item_id,service_order_id,part_id,line_type,description,quantity,unit_price,line_total
92456,80815,,labor,Diagnostic,3,190.66,571.98
92457,80815,70121,Part,Oil Filter,4,1093.71,4374.84
92458,80815,70364,PART,Oil Filter,1,1082.18,1082.18
92459,80815,70411,part,Alternator,1,1151.57,1151.57
92460,80816,555555555,part,Unknown Part,2,110.41,220.82
92461,80816,70011,PART,Battery,4,662.72,2650.88
92462,80817,70261,PART,Tire,1,537.08,537.08
92463,80818,70320,Part,Radiator,1,580.92,580.92
92464,80819,70417,part,Radiator,3,1090.4,3271.2
92465,80819,70402,PART,Alternator,3,356.1,1068.3
92466,80819,70030,part,Radiator,-1,1061.78,-1061.78
92467,80820,,labor,Labor - Inspection,2,178.98,357.96
92468,80820,70191,part,Oil Filter,2,163.54,327.08
92469,80820,70138,PART,Radiator,4,515.57,2062.28
92470,80821,70331,PART,Radiator,3,280.79,842.37
92471,80821,70399,PART,Alternator,1,598.87,598.87
92472,80821,70318,part,Brake Pad Set,3,966.77,2900.31
92473,80821,70495,PART,Headlight Assembly,1,1018.21,1018.21
92474,80822,,LABOR,Labor - Oil Change,3,263.17,789.51
92475,80822,70189,PART,Battery,2,287.06,574.12
92476,80822,,Labor,Labor - Brake Job,3,242.57,727.71
92477,80823,70098,Part,Headlight Assembly,1,759.61,759.61
92478,80823,70221,part,Alternator,2,721.8,1443.6
92479,80823,,Labor,Labor - Brake Job,3,66.51,199.53
92480,80823,70257,PART,Radiator,2,837.71,1675.42
92481,80824,70426,Part,Brake Pad Set,3,768.02,2304.06
92482,80824,70153,part,Brake Pad Set,3,60.88,182.64
92483,80825,70169,Part,Headlight Assembly,3,-923.84,-2771.52
92484,80825,,Labor,Labor - Brake Job,4,69.39,277.56
92485,80825,70237,Part,Radiator,4,510.27,2041.08
92486,80825,70458,part,Brake Pad Set,1,594.22,594.22
92487,80826,70173,part,Brake Pad Set,4,16.13,64.52
92488,80826,70432,PART,Tire,3,354.73,1064.19
92489,80827,,labor,Diagnostic,2,69.67,139.34
92490,80827,70449,Part,Oil Filter,3,40.55,121.65
92491,80827,70105,part,Battery,3,7.75,23.25
92492,80828,70122,part,Spark Plug,2,294.75,589.5
92493,80828,,labor,Labor - Inspection,4,161.45,645.8
92494,80828,70002,part,Brake Pad Set,4,1131.45,4525.8
92495,80828,70233,PART,Oil Filter,3,1004.39,3013.17
92496,80828,70462,PART,Alternator,4,891.53,3566.12
92497,80829,,LABOR,Diagnostic,3,284.16,852.48
92498,80830,70273,Part,Spark Plug,2,865.77,1731.54
92499,80830,,labor,Labor - Inspection,1,290.54,290.54
92500,80830,70248,part,Brake Pad Set,1,614.61,614.61
92501,80831,70272,part,Alternator,4,576.89,2307.56
92502,80831,70099,Part,Headlight Assembly,3,139.49,418.47
92503,80831,,labor,Labor - Oil Change,2,283.38,566.76
92504,80832,70097,PART,Tire,3,530.97,1592.91
92505,80832,70211,part,Battery,4,831.55,3326.2
92506,80832,70333,part,Spark Plug,4,431.76,1727.04
92507,80832,,Labor,Diagnostic,3,194.23,582.69
92508,80833,70467,Part,Battery,4,449.68,1798.72
92509,80834,,labor,Labor - Inspection,2,109.38,218.76
92510,80834,70030,Part,Radiator,4,1061.78,4247.12
92511,80834,70086,Part,Tire,3,747.4,2242.2
92512,80834,70137,PART,Brake Pad Set,2,907.48,1814.96
92513,80834,70225,Part,Oil Filter,1,604.53,604.53
92514,80835,,labor,Labor - Brake Job,1,284.56,284.56
92515,80835,70482,PART,Headlight Assembly,4,1017.56,4070.24
92516,80835,70190,part,Headlight Assembly,3,1345.15,4035.45
92517,80835,,labor,Labor - Brake Job,4,227.66,910.64
92518,80836,,labor,Labor - Inspection,1,75.23,75.23
92519,80836,70028,Part,Alternator,3,1030.71,3092.13
92520,80836,,Labor,Diagnostic,4,140.18,560.72
92521,80836,,labor,Labor - Brake Job,2,289.59,579.18
92522,80836,70016,PART,Alternator,1,640.42,640.42
92523,80837,70220,part,Tire,3,424.36,1273.08
92524,80837,,LABOR,Labor - Inspection,2,140.46,280.92
92525,80837,70285,Part,Oil Filter,4,909.62,3638.48
92526,80838,,LABOR,Labor - Inspection,4,237.0,948.0
92527,80838,,labor,Labor - Brake Job,1,148.73,148.73
92528,80838,70203,PART,Tire,4,1167.39,4669.56
92529,80838,70295,Part,Brake Pad Set,4,1127.78,4511.12
92530,80839,,LABOR,Labor - Inspection,4,235.4,941.6
92531,80840,70220,PART,Tire,4,424.36,1697.44
92532,80840,70248,part,Brake Pad Set,4,614.61,2458.44
92533,80841,70451,Part,Alternator,3,900.94,2702.82
92534,80841,70061,Part,Brake Pad Set,4,1080.78,4323.12
92535,80841,,Labor,Diagnostic,1,232.57,232.57
92536,80841,,labor,Labor - Oil Change,1,127.83,127.83
92537,80842,70043,PART,Alternator,4,216.7,866.8
92538,80842,70010,part,Tire,3,87.81,263.43
92539,80842,70244,Part,Alternator,3,864.36,2593.08
92540,80843,,labor,Labor - Brake Job,4,181.3,725.2
92541,80843,,labor,Labor - Inspection,1,66.5,65.83
92542,80843,70310,Part,Oil Filter,4,794.7,3178.8
92543,80844,,LABOR,Labor - Inspection,1,120.8,120.8
92544,80844,,LABOR,Labor - Oil Change,1,268.68,268.68
92545,80844,,LABOR,Labor - Inspection,3,112.52,337.56
92546,80844,70406,Part,Tire,3,998.77,2996.31
92547,80844,,Labor,Labor - Inspection,3,282.72,848.16
92548,80845,70149,part,Battery,3,914.81,2744.43
92549,80845,,Labor,Labor - Oil Change,3,192.2,576.6
92550,80845,,labor,Labor - Inspection,3,115.66,346.98
92551,80845,70404,Part,Radiator,4,47.57,190.28
92552,80845,,Labor,Diagnostic,1,191.97,191.97
92553,80846,,LABOR,Labor - Brake Job,2,147.95,295.9
92554,80846,70173,PART,Brake Pad Set,4,16.13,64.52
92555,80846,70086,PART,Tire,4,747.4,2989.6
92556,80846,70049,PART,Spark Plug,2,1304.23,2608.46
92557,80847,555555555,PART,Unknown Part,4,97.14,388.56
92558,80847,70458,PART,Brake Pad Set,3,594.22,1782.66
92559,80847,70330,Part,Radiator,4,974.03,3896.12
92560,80848,70323,part,Radiator,3,814.82,2444.46
92561,80848,70240,Part,Battery,4,1006.71,4026.84
92562,80848,70020,part,Radiator,3,303.93,911.79
92563,80849,,labor,Labor - Oil Change,1,151.92,151.92
92564,80849,70171,PART,Spark Plug,3,844.0,2532.0
92565,80850,,LABOR,Labor - Inspection,4,280.05,1120.2
92566,80850,70286,part,Tire,1,180.49,180.49
92567,80850,,Labor,Labor - Brake Job,1,135.41,135.41
92568,80850,,Labor,Labor - Brake Job,4,176.0,704.0
92569,80850,70284,Part,Oil Filter,1,754.04,754.04
92570,80851,,Labor,Diagnostic,3,264.58,793.74
92571,80852,70012,Part,Radiator,3,188.92,566.76
92572,80852,,labor,Labor - Inspection,2,83.69,167.38
92573,80853,70137,part,Brake Pad Set,1,907.48,907.48
92574,80853,,LABOR,Labor - Inspection,1,299.75,299.75
92575,80854,,labor,Labor - Brake Job,2,145.36,290.72
92576,80854,70102,part,Alternator,1,396.27,396.27
92577,80854,70220,part,Tire,3,424.36,1273.08
92578,80854,,Labor,Labor - Inspection,1,219.4,219.4
92579,80855,,LABOR,Labor - Brake Job,1,297.6,297.6
92580,80855,70407,part,Headlight Assembly,2,20.72,41.44
92581,80855,,Labor,Diagnostic,3,220.7,662.1
92582,80856,70065,PART,Alternator,1,782.73,782.73
92583,80856,70414,PART,Oil Filter,1,406.9,406.9
92584,80856,70291,part,Alternator,4,908.85,3635.4
92585,80856,70159,Part,Oil Filter,4,474.41,1897.64
92586,80856,,LABOR,Labor - Inspection,2,51.47,102.94
92587,80857,70192,part,Brake Pad Set,3,770.06,2310.18
92588,80857,70454,part,Headlight Assembly,1,1513.57,1513.57
92589,80857,70099,Part,Headlight Assembly,3,139.49,418.47
92590,80857,70429,Part,Alternator,2,1310.8,2621.6
92591,80857,70429,Part,Alternator,3,1310.8,3932.4
92592,80858,70289,PART,Oil Filter,2,134.09,268.18
92593,80858,,Labor,Diagnostic,1,246.44,246.44
92594,80859,70262,PART,Tire,3,17.2,51.6
92595,80859,,labor,Labor - Inspection,1,134.34,134.34
92596,80860,,labor,Labor - Oil Change,4,283.57,1134.28
92597,80860,,labor,Labor - Oil Change,2,242.6,485.2
92598,80860,,labor,Labor - Inspection,4,119.9,479.6
92599,80861,70488,part,Tire,4,664.6,2658.4
92600,80861,70016,part,Alternator,3,640.42,1921.26
92601,80861,,Labor,Labor - Brake Job,1,179.1,179.1
92602,80861,,Labor,Labor - Oil Change,4,120.57,482.28
92603,80861,70030,PART,Radiator,3,1061.78,3185.34
92604,80862,,LABOR,Labor - Brake Job,2,174.37,348.74
92605,80863,,Labor,Labor - Brake Job,3,179.34,538.02
92606,80864,,Labor,Labor - Brake Job,2,251.6,503.2
92607,80865,70428,PART,Tire,1,441.68,441.68
92608,80866,,Labor,Diagnostic,2,234.64,469.28
92609,80866,70212,Part,Tire,3,480.16,1440.48
92610,80866,70340,PART,Headlight Assembly,3,488.64,1465.92
92611,80866,70428,PART,Tire,3,441.68,1325.04
92612,80866,70140,PART,Alternator,3,219.49,658.47
92613,80867,,labor,Labor - Oil Change,1,280.84,280.84
92614,80867,70438,PART,Spark Plug,2,960.49,1920.98
92615,80868,70181,PART,Tire,4,282.11,1128.44
92616,80868,,Labor,Labor - Brake Job,3,126.04,378.12
92617,80869,70405,Part,Battery,1,307.9,307.9
92618,80869,70144,Part,Spark Plug,4,944.58,3778.32
92619,80869,70074,part,Oil Filter,2,162.56,325.12
92620,80869,,LABOR,Labor - Inspection,4,138.0,552.0
92621,80870,,LABOR,Labor - Inspection,4,179.49,717.96
92622,80870,70199,PART,Battery,-2,894.55,-1789.1
92623,80871,70411,Part,Alternator,2,1151.57,2303.14
92624,80872,,Labor,Labor - Brake Job,3,187.32,561.96
92625,80872,70084,PART,Spark Plug,3,941.89,2825.67
92626,80872,70007,part,Tire,1,794.63,794.63
92627,80873,70047,PART,Battery,2,324.41,648.82
92628,80873,70474,PART,Oil Filter,1,313.92,313.92
92629,80873,70319,PART,Brake Pad Set,1,569.31,569.31
92630,80874,,LABOR,Diagnostic,2,186.27,372.54
92631,80874,70105,PART,Battery,3,7.75,23.25
92632,80874,70405,Part,Battery,3,307.9,923.7
92633,80874,70427,Part,Radiator,2,-633.36,-1266.72
92634,80875,70363,Part,Spark Plug,1,285.35,285.35
92635,80875,70240,PART,Battery,4,1006.71,4026.84
92636,80875,,LABOR,Labor - Oil Change,2,247.91,495.82
92637,80876,70246,Part,Headlight Assembly,3,1013.72,3041.16
92638,80876,,LABOR,Labor - Inspection,4,203.31,813.24
92639,80876,,LABOR,Labor - Inspection,4,130.68,522.72
92640,80876,70472,Part,Headlight Assembly,3,946.29,2838.87
92641,80876,70182,part,Battery,4,786.17,3144.68
92642,80877,70354,part,Brake Pad Set,3,204.84,614.52
92643,80877,70115,PART,Radiator,2,287.32,574.64
92644,80877,70374,PART,Alternator,3,767.81,2303.43
92645,80878,,labor,Labor - Oil Change,2,206.44,412.88
92646,80878,70465,PART,Alternator,4,819.26,3277.04
92647,80879,,LABOR,Labor - Oil Change,4,236.46,945.84
92648,80879,70492,PART,Oil Filter,2,182.72,365.44
92649,80879,70034,PART,Radiator,4,388.72,1554.88
92650,80879,,Labor,Labor - Brake Job,2,258.59,517.18
92651,80879,70086,Part,Tire,1,747.4,747.4
92652,80880,,labor,Labor - Brake Job,4,148.82,595.28
92653,80880,,LABOR,Diagnostic,2,134.81,269.62
92654,80880,70490,Part,Battery,1,61.01,61.01
92655,80880,70038,PART,Brake Pad Set,2,1131.53,2263.06
92656,80880,70233,part,Oil Filter,3,1004.39,3013.17
92657,80881,70029,Part,Headlight Assembly,3,143.26,429.78
92658,80881,70484,part,Spark Plug,2,1109.31,2218.62
92659,80881,,labor,Labor - Oil Change,1,282.6,282.6
92660,80881,70363,part,Spark Plug,1,285.35,285.35
92661,80882,70071,PART,Headlight Assembly,4,998.37,3993.48
92662,80882,70313,part,Tire,4,968.24,3877.41
92663,80882,70484,PART,Spark Plug,4,1109.31,4437.24
92664,80882,70145,PART,Battery,4,114.59,458.36
92665,80883,,LABOR,Labor - Brake Job,3,96.39,289.17
92666,80883,,Labor,Diagnostic,3,215.34,646.02
92667,80883,70341,part,Headlight Assembly,2,570.1,1140.2
92668,80883,70439,Part,Battery,4,1069.48,4277.92
92669,80883,70305,PART,Brake Pad Set,4,461.25,1845.0
92670,80884,70091,Part,Oil Filter,4,878.54,3514.16
92671,80884,,LABOR,Diagnostic,1,245.97,245.97
92672,80885,70003,PART,Brake Pad Set,2,521.05,1042.1
92673,80885,,labor,Labor - Oil Change,1,176.8,176.8
92674,80885,,Labor,Diagnostic,3,156.13,468.39
92675,80885,70399,part,Alternator,3,598.87,1796.61
92676,80885,70050,PART,Tire,3,237.76,713.28
92677,80886,70327,part,Spark Plug,2,353.49,706.98
92678,80886,70432,PART,Tire,3,354.73,1064.19
92679,80886,70295,Part,Brake Pad Set,1,1127.78,1127.78
92680,80886,70122,PART,Spark Plug,1,294.75,294.75
92681,80886,70119,part,Tire,3,741.82,2225.46
92682,80887,,labor,Labor - Oil Change,3,229.22,687.66
92683,80887,,labor,Labor - Oil Change,3,277.7,833.1
92684,80888,,LABOR,Labor - Inspection,1,62.31,62.31
92685,80889,,LABOR,Labor - Inspection,3,252.97,758.91
92686,80889,70487,Part,Oil Filter,4,388.48,1553.92
92687,80889,70315,part,Battery,1,1470.36,1470.36
92688,80890,70150,Part,Alternator,3,822.11,2466.33
92689,80890,70490,PART,Battery,4,61.01,244.04
92690,80890,70437,Part,Battery,1,298.72,298.72
92691,80890,,labor,Labor - Oil Change,1,134.61,134.61
92692,80890,70025,Part,Brake Pad Set,2,1081.29,2162.58
92693,80891,,labor,Labor - Inspection,2,150.34,300.68
92694,80891,70093,PART,Alternator,3,437.16,1311.48
92695,80892,,labor,Diagnostic,4,152.22,608.88
92696,80893,70339,PART,Radiator,1,718.41,718.41
92697,80893,,LABOR,Labor - Oil Change,2,157.08,314.16
92698,80894,70269,part,Oil Filter,1,312.62,312.62
92699,80895,70457,PART,Battery,1,1199.98,1199.98
92700,80895,70474,PART,Oil Filter,3,313.92,941.76
92701,80895,70376,PART,Oil Filter,4,726.13,2904.52
92702,80895,70333,Part,Spark Plug,1,431.76,431.76
92703,80895,,labor,Diagnostic,2,179.83,359.66
92704,80896,,LABOR,Diagnostic,3,61.52,184.56
92705,80896,70070,PART,Battery,1,30.54,30.54
92706,80896,,labor,Labor - Oil Change,1,219.32,219.32
92707,80896,70292,part,Spark Plug,4,1282.58,5134.58
92708,80897,70199,part,Battery,2,894.55,1789.1
92709,80897,70224,part,Brake Pad Set,1,766.26,766.26
92710,80897,,LABOR,Labor - Brake Job,3,269.72,809.16
92711,80897,,LABOR,Labor - Inspection,4,110.88,443.52
92712,80898,70451,Part,Alternator,3,900.94,2702.82
92713,80899,70207,Part,Battery,1,170.05,170.05
92714,80899,70134,Part,Tire,2,1147.67,2295.34
92715,80899,,labor,Labor - Oil Change,4,280.63,1107.87
92716,80899,,LABOR,Diagnostic,2,234.78,469.56
92717,80899,,LABOR,Labor - Inspection,3,81.17,243.51
92718,80900,70263,part,Battery,2,788.71,1577.42
92719,80900,,Labor,Labor - Oil Change,3,294.58,883.74
92720,80900,70058,PART,Headlight Assembly,4,247.94,991.76
92721,80901,,LABOR,Labor - Inspection,1,127.91,127.91
92722,80902,70226,Part,Battery,3,552.12,1656.36
92723,80902,,LABOR,Labor - Oil Change,3,251.9,755.7
92724,80902,70459,part,Alternator,2,-491.31,-982.62
92725,80903,,Labor,Diagnostic,2,147.91,295.82
92726,80903,70382,PART,Headlight Assembly,3,1306.8,3920.4
92727,80903,70032,part,Alternator,4,318.07,1272.28
92728,80903,70173,PART,Brake Pad Set,1,16.13,16.13
92729,80903,,Labor,Diagnostic,2,209.28,418.56
92730,80904,70416,part,Brake Pad Set,2,736.8,1473.6
92731,80904,,labor,Labor - Oil Change,1,234.77,234.77
92732,80904,,LABOR,Labor - Inspection,1,153.75,153.75
92733,80904,70173,part,Brake Pad Set,2,16.13,32.26
92734,80904,70498,Part,Brake Pad Set,3,297.15,891.45
92735,80905,,Labor,Labor - Brake Job,1,165.42,165.42
92736,80905,,labor,Diagnostic,2,50.45,100.9
92737,80905,70114,PART,Tire,4,482.73,1930.92
92738,80905,70463,part,Alternator,3,891.52,2674.56
92739,80906,70328,PART,Radiator,3,649.76,1949.28
92740,80906,,Labor,Labor - Oil Change,1,166.05,166.05
92741,80907,70147,Part,Tire,1,822.33,822.33
92742,80907,70201,part,Headlight Assembly,3,925.55,2776.65
92743,80907,70164,PART,Radiator,2,811.58,1623.16
92744,80907,70169,part,Headlight Assembly,3,923.84,2771.52
92745,80907,,labor,Labor - Brake Job,3,126.59,379.77
92746,80908,70453,PART,Oil Filter,1,374.9,374.9
92747,80909,70303,part,Battery,2,574.76,1149.52
92748,80909,70333,part,Spark Plug,4,431.76,1727.04
92749,80909,70357,Part,Alternator,4,165.28,661.12
92750,80909,70056,PART,Headlight Assembly,4,1312.89,5251.56
92751,80910,,labor,Diagnostic,1,61.75,61.75
92752,80910,70106,part,Brake Pad Set,2,205.94,395.33
92753,80910,,Labor,Labor - Inspection,3,173.84,521.52
92754,80911,70492,PART,Oil Filter,3,182.72,548.16
92755,80911,70271,Part,Alternator,3,146.0,438.0
92756,80912,70175,PART,Spark Plug,2,364.08,728.16
92757,80912,,Labor,Labor - Brake Job,1,181.11,181.11
92758,80912,70013,Part,Oil Filter,3,1194.31,3582.93
92759,80912,70048,PART,Tire,4,785.81,3143.24
92760,80912,70147,PART,Tire,3,822.33,2466.99
92761,80913,,labor,Labor - Brake Job,1,148.67,148.67
92762,80913,,Labor,Diagnostic,2,67.62,135.24
92763,80913,70288,part,Radiator,2,510.72,1021.44
92764,80913,,LABOR,Labor - Inspection,3,59.39,178.17
92765,80914,,LABOR,Labor - Inspection,1,62.8,62.8
92766,80914,70440,part,Tire,4,450.21,1800.84
92767,80914,,Labor,Labor - Oil Change,1,283.24,283.24
92768,80915,70211,PART,Battery,3,831.55,2494.65
92769,80915,70402,Part,Alternator,2,356.1,712.2
92770,80915,,LABOR,Labor - Oil Change,4,165.86,663.44
92771,80915,70078,PART,Tire,3,478.82,1436.46
92772,80916,70254,PART,Alternator,2,292.38,584.76
92773,80917,70263,part,Battery,1,788.71,788.71
92774,80917,,labor,Labor - Brake Job,1,60.88,60.88
92775,80918,70330,Part,Radiator,4,974.03,3896.12
92776,80918,,labor,Diagnostic,1,109.25,109.25
92777,80919,,labor,Labor - Brake Job,3,98.01,294.03
92778,80919,,Labor,Labor - Brake Job,2,253.97,507.94
92779,80920,70206,Part,Radiator,1,545.75,545.75
92780,80920,,Labor,Labor - Inspection,3,230.17,690.51
92781,80920,,labor,Labor - Inspection,4,98.43,393.72
92782,80920,70137,part,Brake Pad Set,4,907.48,3629.87
92783,80920,70006,part,Brake Pad Set,2,825.9,1651.8
92784,80921,70324,Part,Radiator,2,602.0,1204.0
92785,80921,70447,PART,Brake Pad Set,4,971.34,3885.36
92786,80922,,LABOR,Diagnostic,3,282.39,847.17
92787,80923,70239,PART,Radiator,2,321.36,642.72
92788,80923,,Labor,Diagnostic,3,228.38,685.14
92789,80923,70386,PART,Tire,3,202.97,608.91
92790,80923,,labor,Labor - Inspection,1,263.7,263.7
92791,80923,70167,Part,Battery,2,20.35,40.7
92792,80924,70495,Part,Headlight Assembly,4,1018.21,4072.84
92793,80925,70464,PART,Battery,4,865.82,3463.28
92794,80926,70461,Part,Alternator,2,820.27,1640.54
92795,80926,,labor,Labor - Brake Job,2,185.99,371.98
92796,80926,70244,PART,Alternator,4,864.36,3457.44
92797,80926,70378,part,Oil Filter,3,39.78,119.34
92798,80926,70177,Part,Oil Filter,4,362.01,1448.04
92799,80927,,LABOR,Labor - Inspection,1,236.72,236.72
92800,80927,70258,part,Brake Pad Set,4,1332.37,5329.48
92801,80927,,labor,Labor - Inspection,4,136.5,546.0
92802,80927,70033,part,Battery,3,58.87,176.61
92803,80928,,LABOR,Diagnostic,2,175.3,350.6
92804,80928,,LABOR,Labor - Brake Job,3,247.1,735.94
92805,80929,70035,part,Headlight Assembly,4,1372.25,5489.0
92806,80929,,LABOR,Diagnostic,1,51.88,51.88
92807,80929,70466,PART,Battery,2,857.78,1715.56
92808,80929,70016,Part,Alternator,3,640.42,1921.26
92809,80930,,Labor,Diagnostic,2,173.78,347.56
92810,80930,,labor,Labor - Brake Job,2,237.44,474.88
92811,80930,70250,Part,Headlight Assembly,4,187.7,750.8
92812,80931,70220,part,Tire,3,424.36,1273.08
92813,80931,70013,Part,Oil Filter,3,1194.31,3582.93
92814,80931,70214,Part,Battery,1,1259.42,1259.42
92815,80931,,labor,Diagnostic,2,146.72,293.44
92816,80931,,LABOR,Diagnostic,2,60.35,120.7
92817,80932,,LABOR,Diagnostic,1,180.84,180.84
92818,80932,70282,Part,Battery,2,419.58,839.16
92819,80932,70364,PART,Oil Filter,3,1082.18,3246.54
92820,80932,70398,part,Brake Pad Set,3,488.06,1464.18
92821,80932,,labor,Labor - Inspection,2,226.7,453.4
92822,80933,,labor,Labor - Inspection,2,58.01,116.02
92823,80933,70422,PART,Headlight Assembly,3,401.0,1203.0
92824,80933,,Labor,Labor - Oil Change,2,65.39,130.78
92825,80934,,labor,Diagnostic,2,158.71,317.42
92826,80935,70200,PART,Alternator,3,252.45,757.35
92827,80935,70205,PART,Brake Pad Set,4,850.43,3401.72
92828,80936,70296,Part,Headlight Assembly,3,475.4,1426.2
92829,80936,70189,part,Battery,3,287.06,861.18
92830,80937,,LABOR,Diagnostic,1,90.62,90.62
92831,80937,70182,Part,Battery,2,786.17,1572.34
92832,80937,,labor,Labor - Inspection,2,151.74,303.48
92833,80937,70148,PART,Tire,2,917.05,1834.1
92834,80938,,labor,Labor - Brake Job,4,102.45,409.8
92835,80938,70024,part,Alternator,2,103.54,207.08
92836,80939,70046,Part,Battery,1,1252.46,1252.46
92837,80939,,Labor,Labor - Brake Job,4,156.53,626.12
92838,80939,,Labor,Labor - Brake Job,1,282.71,282.71
92839,80940,70119,Part,Tire,2,741.82,1483.64
92840,80940,70133,PART,Brake Pad Set,2,1397.62,2795.24
92841,80941,,Labor,Labor - Oil Change,4,183.3,733.2
92842,80941,,labor,Labor - Inspection,1,127.14,127.14
92843,80941,70414,PART,Oil Filter,1,406.9,406.9
92844,80941,,LABOR,Labor - Oil Change,2,183.76,367.52
92845,80942,,LABOR,Labor - Brake Job,1,101.95,101.95
92846,80943,,Labor,Diagnostic,1,158.91,158.91
92847,80944,70033,PART,Battery,4,58.87,235.48
92848,80944,70029,part,Headlight Assembly,1,143.26,143.26
92849,80945,70004,Part,Radiator,1,350.88,350.88
92850,80945,70468,PART,Radiator,2,1221.88,2443.76
92851,80946,,labor,Labor - Inspection,4,93.71,374.84
92852,80947,70071,part,Headlight Assembly,1,998.37,998.37
92853,80948,70457,PART,Battery,4,1199.98,4799.92
92854,80948,70297,Part,Oil Filter,2,901.28,1802.56
92855,80949,70323,Part,Radiator,4,814.82,3259.28
92856,80949,,LABOR,Labor - Brake Job,1,236.06,236.06
92857,80950,70140,part,Alternator,4,219.49,877.96
92858,80950,70441,PART,Brake Pad Set,2,568.12,1136.24
92859,80951,70360,PART,Tire,3,824.74,2474.22
92860,80952,,Labor,Labor - Inspection,4,94.0,376.0
92861,80952,70120,part,Radiator,1,1355.51,1355.51
92862,80953,70089,Part,Spark Plug,3,1344.17,4032.51
92863,80954,70326,Part,Tire,1,1125.52,1125.52
92864,80954,70275,part,Alternator,4,697.03,2788.12
92865,80954,,labor,Labor - Brake Job,2,234.8,469.6
92866,80954,70216,Part,Oil Filter,2,961.82,1923.64
92867,80955,70353,part,Tire,1,90.64,90.64
92868,80955,70372,PART,Headlight Assembly,1,511.0,511.0
92869,80955,,LABOR,Labor - Brake Job,1,229.13,229.13
92870,80955,70089,Part,Spark Plug,3,1344.17,4032.51
92871,80956,70285,part,Oil Filter,2,909.62,1819.24
92872,80957,70037,Part,Alternator,4,1038.76,4155.04
92873,80957,,Labor,Labor - Inspection,4,198.09,792.36
92874,80957,70461,PART,Alternator,4,820.27,3281.08
92875,80958,70195,Part,Radiator,1,631.84,631.84
92876,80958,70062,PART,Radiator,1,499.26,499.26
92877,80958,70067,PART,Oil Filter,2,623.54,1247.08
92878,80959,70104,PART,Spark Plug,-4,588.43,-2353.72
92879,80959,70403,part,Alternator,2,756.42,1512.84
92880,80960,,Labor,Diagnostic,4,278.08,1112.32
92881,80960,,Labor,Labor - Inspection,3,242.79,728.37
92882,80960,,labor,Labor - Inspection,1,254.2,254.2
92883,80960,,labor,Diagnostic,4,89.36,357.44
92884,80961,555555555,Part,Unknown Part,4,207.73,830.92
92885,80961,,labor,Labor - Brake Job,4,122.85,491.4
92886,80961,,Labor,Labor - Oil Change,1,148.32,148.32
92887,80962,70285,Part,Oil Filter,2,909.62,1819.24
92888,80962,70439,PART,Battery,2,1069.48,2138.96
92889,80963,70345,Part,Radiator,3,236.7,710.1
92890,80963,70253,Part,Radiator,1,215.78,215.78
92891,80963,70238,PART,Tire,2,1145.02,2290.04
92892,80963,,labor,Labor - Inspection,2,222.02,444.04
92893,80964,70164,Part,Radiator,3,811.58,2434.74
92894,80964,70009,part,Oil Filter,4,107.6,430.4
92895,80964,70115,Part,Radiator,4,287.32,1149.28
92896,80965,,LABOR,Labor - Inspection,4,191.26,765.04
92897,80966,70403,part,Alternator,3,756.42,2269.26
92898,80967,,labor,Labor - Brake Job,2,96.8,193.6
92899,80967,70272,Part,Alternator,1,576.89,576.89
92900,80967,,labor,Diagnostic,1,159.2,159.2
92901,80967,,Labor,Labor - Oil Change,3,89.06,267.18
92902,80968,,Labor,Labor - Oil Change,1,172.52,172.52
92903,80969,70468,part,Radiator,4,1221.88,4887.52
92904,80969,70261,Part,Tire,4,537.08,2148.32
92905,80969,70451,PART,Alternator,4,900.94,3603.76
92906,80970,,LABOR,Labor - Inspection,4,125.16,500.64
92907,80970,70235,PART,Battery,2,61.35,118.55
92908,80970,70257,part,Radiator,3,837.71,2513.13
92909,80970,70475,Part,Alternator,4,306.98,1227.92
92910,80970,70475,PART,Alternator,3,306.98,920.94
92911,80971,,LABOR,Labor - Inspection,2,202.57,405.14
92912,80972,,labor,Labor - Oil Change,3,237.97,713.91
92913,80972,70357,part,Alternator,4,165.28,661.12
92914,80972,,LABOR,Labor - Inspection,1,273.44,273.44
92915,80972,,LABOR,Labor - Brake Job,1,102.54,102.54
92916,80973,,Labor,Labor - Inspection,1,257.72,239.87
92917,80973,70024,part,Alternator,3,103.54,310.62
92918,80974,,Labor,Labor - Oil Change,4,74.78,299.12
92919,80974,,LABOR,Labor - Oil Change,2,238.83,477.66
92920,80974,70218,PART,Radiator,4,465.89,1863.56
92921,80974,70020,part,Radiator,3,303.93,911.79
92922,80974,70166,Part,Battery,3,116.45,349.35
92923,80975,,Labor,Labor - Inspection,2,119.99,239.98
92924,80975,70463,Part,Alternator,4,891.52,3566.08
92925,80976,,LABOR,Diagnostic,4,279.43,1117.72
92926,80977,70318,PART,Brake Pad Set,2,966.77,1933.54
92927,80977,70320,PART,Radiator,2,580.92,1161.84
92928,80977,,labor,Diagnostic,3,59.65,178.95
92929,80977,,Labor,Labor - Inspection,1,102.66,102.66
92930,80977,,LABOR,Diagnostic,1,72.81,72.81
92931,80978,,Labor,Labor - Oil Change,3,55.89,167.67
92932,80978,70180,Part,Battery,2,798.26,1596.52
92933,80978,70073,Part,Radiator,4,816.59,3266.36
92934,80978,70333,part,Spark Plug,3,431.76,1295.28
92935,80978,,LABOR,Diagnostic,1,252.48,252.48
