service_order_id,vehicle_id,customer_id,technician_id,dealership_id,started_at,completed_at,odometer_reading,status,total_amount
81773,52485,13485,3014,1006,2024-07-13 09:45:20,2024-07-15 22:54:22.348683,42372,cancelled,3512.37
81774,51602,11841,3021,1006,2024-12-23 22:16:53,2024-12-25 23:41:34.015750,16433,open,6080.6
81775,53179,14645,3010,1004,2026-03-21 07:49:56,2026-03-21 23:45:34.929213,109812,completed,7241.91
81776,,11607,3007,1005,2026-03-19 08:03:17,2026-03-22 06:05:53.227071,40360,completed,285.12
81777,53756,12578,3013,1002,2025-10-05 11:37:03,2025-10-05 21:15:17.117236,42824,in_progress,9425.43
81778,,13560,3019,1003,2025-06-06 21:36:34,2025-06-07 22:30:49.651188,99770,open,1536.46
81779,52360,11732,3025,1004,2025-05-05 05:50:08,2025-05-06 09:38:28.843649,26377,completed,1477.54
81780,,14437,3022,1001,2025-12-30 00:36:39,2026-01-01 09:52:04.279825,84648,cancelled,2306.43
81781,53882,14981,3006,1005,2024-12-08 05:15:12,2024-12-09 01:17:03.539906,11468,cancelled,807.51
81782,53297,12449,3021,1001,2025-03-01 21:51:25,2025-03-03 11:23:53.841484,31153,open,1517.13
81783,52398,12801,3005,1006,2025-11-18 16:22:00,2025-11-20 10:47:03.820118,108802,completed,389.06
81784,52827,11366,3001,1004,2026-05-07 18:23:28,2026-05-07 21:51:43.273502,80554,in_progress,6391.97
81785,52604,10257,3017,1003,2025-03-26 23:15:04,2025-03-29 06:25:38.484354,109284,completed,2790.78
81786,50943,11698,3013,1001,2025-01-07 21:09:21,2025-01-09 13:48:08.775738,92960,cancelled,4482.67
81787,51907,10744,3020,1003,2026-01-08 06:07:31,2026-01-10 16:34:14.364681,94145,open,5646.87
81788,53229,11582,3023,1004,2026-01-29 13:20:09,2026-01-31 23:47:40.260651,94418,completed,7335.67
81789,51061,12593,3019,1004,2024-10-08 11:49:03,2024-10-11 03:05:15.692674,10787,completed,4164.56
81790,51716,12237,3006,1003,2026-02-17 06:40:39,2026-02-18 19:20:57.352909,7535,in_progress,5179.28
81791,52394,14622,3010,1002,2025-05-30 05:06:47,2025-05-31 12:29:34.357980,15148,completed,400.3
81792,52900,13442,3008,1003,2026-06-15 19:48:36,2026-06-16 08:28:35.687158,112616,completed,6685.53
81793,50205,10508,3019,1002,2024-12-08 08:23:38,2024-12-09 16:27:35.268381,79266,completed,3112.57
81794,,13184,3022,1004,2024-11-27 03:07:14,2024-11-28 09:04:23.499376,91760,open,3169.87
81795,53945,11056,3011,1004,2026-04-17 22:25:39,2026-04-19 10:16:58.559314,50075,cancelled,2797.29
81796,52832,13254,3023,1005,2024-08-30 09:06:16,2024-08-31 17:33:45.725508,109096,completed,833.72
81797,51505,12794,3016,1003,2025-11-01 22:57:37,2025-11-01 23:55:03.741374,32439,completed,4302.46
81798,50845,11201,3006,1006,2024-10-02 07:11:14,2024-10-04 17:12:34.203083,97810,completed,2013.06
81799,51473,11368,3012,1004,2026-03-31 15:20:10,2026-04-01 13:51:27.514955,49376,completed,846.33
81800,50985,13353,3019,1005,2024-11-14 01:35:57,2024-11-14 18:42:27.145652,109753,cancelled,5043.05
81801,53518,14928,3002,1003,2026-06-27 13:01:10,2026-06-27 20:57:41.077344,3819,open,1641.24
81802,,13514,3023,1003,2025-03-13 04:38:26,2025-03-13 16:37:40.875861,110307,in_progress,4911.29
81803,51042,14046,3021,1002,2025-03-13 09:27:07,2025-03-14 14:44:38.622907,106517,open,5552.47
81804,51671,10132,3024,1005,2026-06-02 21:05:33,2026-06-04 07:15:58.967185,19624,completed,6861.74
81805,50279,11842,3002,1005,2025-09-01 22:56:21,2025-09-02 16:07:02.745149,70845,completed,798.9
81806,,11437,3007,1004,2025-08-24 11:21:22,2025-08-27 00:16:02.433660,43988,cancelled,4521.06
81807,50090,12046,3011,1001,2024-10-21 17:36:25,2024-10-21 22:26:15.004285,18916,completed,811.58
81808,50105,11609,3021,1002,2026-04-23 16:26:18,2026-04-23 17:29:31.932853,56442,cancelled,1309.7
81809,51833,14846,3004,1006,2026-01-07 03:28:52,2026-01-07 19:50:50.909055,53777,in_progress,262.38
81810,50543,11363,3023,1002,2024-11-05 12:49:30,2024-11-06 15:35:24.633139,87907,completed,574.76
81811,53468,11276,3024,1006,2025-08-22 02:32:12,2025-08-24 15:39:34.147403,7958,completed,3675.1
81812,53709,15059,3019,1006,2025-10-13 13:02:53,2025-10-15 09:08:12.490766,76545,in_progress,775.39
81813,51582,15014,3007,1005,2025-06-18 20:20:06,2025-06-20 02:47:30.206045,75555,cancelled,4296.62
81814,50657,14702,3005,1001,2025-02-08 17:41:52,2025-02-09 14:54:18.748858,10498,completed,4668.75
81815,51215,12199,3008,1003,2026-03-26 09:18:35,2026-03-28 14:01:09.621656,5762,completed,4975.02
81816,50770,13143,3022,1002,2025-03-20 23:26:55,2025-03-23 03:05:20.759525,91202,completed,887.11
81817,52198,11765,3022,1001,2026-01-17 09:44:00,2026-01-19 04:37:29.747387,76933,completed,6578.12
81818,50078,14322,3017,1004,2025-03-20 11:55:23,,50239,completed,1676.01
81819,52688,13279,3012,1005,2025-01-27 15:28:54,2025-01-28 18:10:52.920571,97251,open,6036.44
81820,51956,10709,3011,1003,2025-01-06 14:35:35,2025-01-06 17:32:21.269352,104696,completed,5685.51
81821,51941,12021,3024,1003,2025-03-08 23:51:41,2025-03-09 18:12:44.739855,118954,completed,3798.34
81822,53265,11012,3020,1005,2024-08-19 23:36:30,2024-08-20 14:26:15.275553,27241,cancelled,947.92
81823,53430,14132,3023,1001,2025-05-20 06:38:55,2025-05-23 05:36:42.677161,40871,completed,1376.24
81824,51030,13738,3021,1005,2025-08-18 18:20:54,2025-08-18 23:26:46.318570,7511,open,7923.37
81825,53303,12525,3014,1005,2025-11-13 03:06:38,2025-11-14 02:04:03.417626,52917,completed,608.1
81826,,11715,3011,1002,2024-10-28 22:59:06,2024-10-29 12:09:42.982404,117736,completed,5852.34
81827,53743,14388,3023,1004,2025-05-10 17:26:20,2025-05-11 09:47:37.676351,14235,open,729.95
81828,53245,14196,3007,1005,2026-01-12 14:09:20,2026-01-12 10:16:49.795648,9295,cancelled,8891.62
81829,53098,14367,3009,1003,2026-02-16 16:51:29,2026-02-17 22:24:41.266311,76899,cancelled,5275.15
81830,51026,11398,3013,1001,2026-03-26 06:06:48,2026-03-28 18:12:53.277362,29430,in_progress,9144.96
81831,50004,12110,3003,1004,2025-12-19 02:55:58,2025-12-19 04:16:14.246686,64218,completed,1843.22
81832,50274,11135,3015,1001,2025-07-29 12:35:27,2025-07-31 05:19:49.935509,69608,open,377.76
81833,52114,13305,3016,1004,2025-05-13 22:29:54,2025-05-16 05:01:07.899410,55853,open,6288.57
81834,52683,11792,3022,1005,2026-02-25 18:51:37,2026-02-26 22:52:07.439385,8094,in_progress,1855.4
81835,53769,12232,3005,1004,2026-06-26 23:30:22,2026-06-27 07:04:34.496942,64055,completed,4409.32
81836,53549,14599,3014,1004,2026-01-04 22:22:07,2026-01-04 23:53:07.061317,98000,completed,2328.59
81837,52698,10232,3009,1004,2025-09-17 02:25:43,2025-09-18 09:54:55.082665,34859,completed,4456.57
81838,53501,12944,3018,1004,2024-11-12 20:03:42,2024-11-15 12:04:14.593644,59685,completed,1347.07
81839,51259,13573,3025,1003,2025-12-17 05:53:10,2025-12-19 10:32:35.776874,58315,completed,1005.94
81840,50486,11567,3001,1006,2026-02-01 14:31:19,2026-02-03 02:51:10.845251,32926,open,2883.99
81841,,12275,3001,1001,2025-04-22 09:53:35,2025-04-23 11:42:53.588611,35428,in_progress,6615.77
81842,,11481,3004,1006,2026-06-08 12:12:47,2026-06-10 02:54:03.334141,5883,cancelled,4375.74
81843,50842,13848,3025,1001,2024-09-15 09:30:37,2024-09-17 23:42:36.282296,119781,in_progress,5894.06
81844,52559,11876,3020,1005,2025-07-29 00:26:01,2025-07-29 09:40:19.461549,6461,in_progress,1540.69
81845,53197,12470,3024,1003,2025-08-06 15:25:10,2025-08-06 16:02:27.216618,82323,in_progress,2838.87
81846,53199,15176,3024,1002,2025-02-06 08:15:01,2025-02-07 11:39:56.379880,51655,completed,3276.74
81847,51279,13050,3008,1003,2026-05-23 14:33:59,2026-05-23 16:30:48.203380,29858,completed,5115.62
81848,51003,11430,3003,1005,2025-12-31 19:13:16,2026-01-03 16:54:02.680161,15146,completed,847.83
81849,50822,14972,3011,1006,2025-08-24 11:44:34,2025-08-27 07:29:44.319328,85063,in_progress,4952.79
81850,52611,14662,3014,1006,2025-06-04 20:11:50,2025-06-04 23:46:41.139999,112576,completed,5320.64
81851,50698,14811,3006,1003,2024-11-13 01:41:28,2024-11-13 22:36:38.461859,109589,completed,916.71
81852,50201,11264,3021,1004,2025-12-10 17:45:51,2025-12-11 21:55:39.228700,33679,completed,6570.38
81853,52208,10958,3008,1004,2025-04-04 12:17:26,2025-04-07 02:27:17.958085,17585,cancelled,5443.7
81854,53418,13368,3022,1006,2025-12-19 02:31:48,2025-12-19 12:14:49.404143,30006,completed,1900.36
81855,53134,13872,3005,1004,2025-01-17 09:26:49,2025-01-19 20:22:17.322103,16334,in_progress,4115.03
81856,52447,14101,3024,1001,2025-08-30 03:44:31,2025-08-31 06:22:13.805610,12490,completed,63.75
81857,53310,13499,3024,1003,2024-07-16 20:50:54,2024-07-18 20:56:14.796344,107580,completed,2023.92
81858,,14421,3023,1006,2025-12-19 01:22:45,2025-12-19 16:58:45.763562,11648,cancelled,822.94
81859,50402,11817,3019,1001,2025-08-19 13:43:41,2025-08-20 23:31:39.601132,100257,completed,9477.7
81860,51096,11794,3008,1001,2025-01-13 13:07:01,2025-01-14 23:12:13.545740,13994,completed,493.14
81861,53449,14646,3014,1001,2024-09-27 13:05:04,2024-09-29 17:32:24.028775,72318,completed,3599.94
81862,53110,10807,3018,1005,2025-02-23 23:20:23,2025-02-24 07:55:51.956933,46812,completed,6196.45
81863,50945,14511,3018,1006,2025-10-10 10:53:41,2025-10-10 06:30:48.251130,2568,open,6032.22
81864,52341,11400,3010,1003,2025-07-07 07:02:50,2025-07-09 07:19:19.761794,104361,completed,3007.93
81865,52745,10687,3015,1001,2026-03-26 13:37:55,2026-03-28 14:26:20.985902,19379,completed,5354.81
81866,53524,12368,3007,1002,2024-07-27 01:31:58,2024-07-29 18:40:58.255847,24627,completed,6739.83
81867,52875,13980,3004,1002,2025-10-25 08:33:38,2025-10-25 21:45:36.518779,58740,in_progress,4220.91
81868,51269,10340,3014,1005,2024-10-07 15:55:08,2024-10-09 06:47:52.843440,95276,completed,1392.78
81869,,12273,3011,1006,2025-03-27 09:48:30,2025-03-29 09:27:50.095716,78634,open,6194.27
81870,52938,11723,3018,1001,2025-01-14 08:25:56,2025-01-15 12:33:53.763539,60537,completed,6057.72
81871,53141,11715,3006,1002,2025-09-14 19:43:36,2025-09-17 17:08:03.736026,11311,completed,136.16
81872,51576,12683,3011,1005,2025-09-10 20:19:08,2025-09-13 17:15:12.614786,106277,cancelled,6713.44
81873,52130,14087,3008,1005,2025-11-29 00:43:05,2025-11-29 08:08:29.300649,9768,completed,4764.27
81874,,13610,3010,1004,2024-11-17 06:25:50,2024-11-19 05:47:33.207997,107569,open,7095.99
81875,,14249,3005,1002,2026-05-29 23:41:01,2026-05-30 23:35:20.171546,81522,completed,675.18
81876,51966,12040,3015,1004,2026-02-13 23:13:18,2026-02-14 15:24:02.261341,21350,completed,7652.22
81877,,11270,3009,1002,2024-11-29 08:33:00,2024-11-29 23:16:48.822840,63376,in_progress,3987.2
81878,50539,12056,3024,1001,2024-12-31 13:44:36,,20148,completed,2362.04
81879,,10906,3022,1001,2025-09-04 05:16:58,2025-09-07 03:59:30.942877,27769,completed,845.64
81880,51056,11161,3013,1005,2024-10-31 17:50:09,2024-11-03 01:12:41.264536,18429,completed,5117.03
81881,52616,11477,3017,1003,2026-01-03 11:33:59,2026-01-05 07:43:37.816775,115510,completed,3047.65
81882,52147,12364,3010,1004,2025-09-16 22:21:52,2025-09-16 14:32:27.984866,81447,completed,2134.98
81883,50559,11169,3020,1003,2025-08-07 12:29:42,2025-08-09 13:01:58.808784,4147,open,1060.93
81884,53645,14842,3019,1001,2026-06-11 01:49:44,2026-06-12 05:14:06.857578,5724,completed,6395.01
81885,53314,14691,3005,1004,2025-09-17 17:27:07,2025-09-19 20:53:47.166841,105520,completed,2559.57
81886,51717,11833,3018,1003,2024-11-28 00:20:17,2024-11-30 16:34:45.128030,15812,cancelled,6666.53
81887,50626,10270,3016,1004,2025-07-07 18:30:53,2025-07-08 18:50:21.790495,48347,completed,6040.07
81888,50189,13429,3021,1006,2024-08-08 13:24:22,2024-08-11 02:18:36.388193,114414,completed,1642.13
81889,50512,10747,3012,1004,2026-01-01 21:41:46,2026-01-03 09:45:21.865673,46305,completed,2649.24
81890,52870,11611,3014,1005,2024-09-18 09:11:52,2024-09-20 12:57:52.949548,114910,cancelled,5633.86
81891,50905,15143,3004,1002,2024-08-10 21:51:23,2024-08-12 19:56:12.997917,25419,in_progress,1448.34
81892,51832,14061,3013,1006,2024-08-25 05:37:38,2024-08-27 05:53:02.681793,23206,open,5997.12
81893,50772,11826,3002,1002,2024-10-29 16:15:35,2024-11-01 07:04:09.883177,64024,completed,1497.24
81894,53338,11236,3019,1005,2025-03-10 06:32:53,2025-03-10 21:31:53.656875,39688,cancelled,923.84
81895,50571,10497,3016,1001,2025-03-19 10:00:08,2025-03-21 09:06:28.055485,43533,cancelled,2181.65
81896,51759,12287,3003,1006,2024-12-08 13:54:20,2024-12-10 10:51:47.927939,49861,in_progress,3558.02
81897,53094,11884,3006,1002,2025-06-17 22:34:45,2025-06-18 09:26:57.022321,18459,open,484.41
81898,51112,13073,3007,1002,2026-01-05 03:53:56,2026-01-06 11:41:44.858276,76162,completed,2307.56
81899,50559,12544,3018,1006,2026-06-07 23:22:35,2026-06-10 07:59:34.321193,13759,completed,449.69
81900,53715,12263,3019,1003,2024-09-24 05:59:27,2024-09-26 19:52:54.527773,51817,completed,1841.12
81901,50452,11381,3025,1006,2025-10-19 19:34:16,2025-10-20 18:38:12.274257,21334,completed,361.44
81902,53378,10580,3004,1001,2026-04-01 05:19:29,2026-04-01 11:21:34.456585,94384,open,2709.59
81903,51542,14592,3008,1004,2025-03-22 20:13:28,2025-03-23 09:25:20.748243,38597,open,4165.3
81904,52536,12419,3001,1002,2026-03-24 03:40:27,2026-03-25 10:32:42.890027,68166,in_progress,1038.76
81905,50831,12641,3010,1002,2025-07-05 02:46:13,2025-07-06 09:40:51.902102,5213,completed,1189.37
81906,50587,13438,3011,1001,2025-07-30 19:19:43,2025-07-31 09:38:21.925141,80229,in_progress,1522.55
81907,52093,12367,3014,1006,2025-09-10 02:57:14,2025-09-12 19:26:48.796996,40091,in_progress,1676.25
81908,,13043,3012,1005,2024-09-25 13:33:57,2024-09-26 01:26:08.388760,42310,completed,1110.84
81909,,14726,666666666,1004,2025-04-30 04:13:34,2025-05-02 04:22:49.412605,31158,completed,1229.36
81910,53584,10218,3001,1003,2026-03-22 02:29:37,2026-03-23 15:33:55.634139,99524,completed,6254.9
81911,50562,11645,3025,1004,2024-08-11 16:43:34,2024-08-12 14:13:22.205620,25217,open,1446.78
81912,53786,11455,3022,1001,2026-04-10 05:32:09,2026-04-12 18:03:28.991326,6232,open,3340.93
81913,50974,11604,3018,1001,2024-07-16 06:52:04,2024-07-19 03:01:11.893602,12672,completed,723.39
81914,,13120,3012,1004,2024-07-09 04:38:07,2024-07-11 15:53:29.325170,38138,completed,2671.76
81915,52268,10422,3018,1005,2024-11-25 00:43:35,2024-11-27 12:52:53.936062,90309,open,2508.0
81916,,12758,3022,1001,2025-01-19 12:57:33,2025-01-21 05:40:12.395891,115170,completed,3489.48
81917,54034,13606,3012,1001,2024-07-17 01:29:34,2024-07-19 03:00:31.420273,40128,in_progress,3955.76
81918,51177,15048,3020,1006,2025-11-10 16:43:33,2025-11-10 14:18:41.417909,27619,in_progress,6947.66
81919,51138,10246,3008,1004,2024-08-05 15:19:02,2024-08-06 18:36:48.580568,33837,completed,1059.52
81920,52366,10133,3019,1006,2025-07-24 19:16:17,2025-07-27 01:17:21.762506,24337,completed,3655.36
81921,53140,11712,3016,1003,2024-10-11 15:20:25,2024-10-12 07:46:02.330356,87679,cancelled,1319.31
81922,53602,14013,3020,1002,2025-06-10 06:00:39,2025-06-10 20:11:31.537139,23310,cancelled,1961.21
81923,53343,10390,3023,1006,2026-05-08 20:27:40,2026-05-09 16:08:43.670141,100043,completed,666.62
81924,51288,13574,3007,1001,2025-10-28 11:10:04,2025-10-31 03:43:57.630421,54760,completed,2167.6
81925,51703,14254,3020,1002,2024-08-04 20:20:13,2024-08-05 21:02:20.417503,111187,completed,3117.84
81926,51975,10794,3011,1004,2025-01-06 05:20:39,2025-01-07 20:35:06.388774,65238,completed,2499.62
81927,51004,12941,3005,1004,2024-10-24 11:42:17,2024-10-27 06:58:55.200417,32966,completed,98.19
81928,52327,13170,3002,1003,2026-03-22 01:45:01,2026-03-23 02:54:01.554343,11257,cancelled,2672.03
81929,51562,13059,3009,1002,2025-09-15 16:47:21,2025-09-18 02:52:31.914847,4014,cancelled,3498.92
81930,51247,11796,3024,1003,2026-05-23 20:17:36,2026-05-25 22:44:10.933558,86412,cancelled,2290.71
81931,51964,14209,3013,1001,2025-09-18 04:55:18,2025-09-18 16:54:38.295884,87512,completed,6286.29
81932,53925,13125,3005,1003,2026-06-23 21:49:07,,116399,completed,1179.01
81933,50312,14174,3016,1001,2026-06-21 23:32:29,2026-06-22 08:40:42.285855,32717,open,4589.04
81934,52702,13162,3010,1005,2024-07-09 12:16:08,2024-07-11 15:13:54.262007,65605,completed,8905.11
81935,50865,13939,3005,1003,2026-04-05 00:09:55,2026-04-07 00:08:53.619629,29308,completed,1331.48
81936,50846,10370,3025,1003,2024-11-21 21:10:10,2024-11-23 16:11:46.160301,4178,completed,1828.76
81937,,12553,3019,1003,2026-04-22 16:31:23,2026-04-25 00:59:26.831870,57740,completed,9207.77
81938,52121,11860,3014,1005,2025-12-23 19:32:16,2025-12-25 14:01:43.723591,46175,open,4521.3
81939,53654,15185,3022,1005,2026-06-13 22:17:33,2026-06-15 07:44:52.601203,47283,cancelled,4601.08
81940,51741,11731,3024,1003,2024-12-21 23:49:36,2024-12-22 00:38:34.741715,9620,completed,8354.32
81941,51863,14243,3006,1004,2026-06-06 12:07:31,2026-06-09 11:24:36.811611,2644,completed,6672.08
81942,53442,12171,3008,1005,2024-09-06 23:07:52,2024-09-09 17:54:37.072304,68225,completed,1644.22
81943,50454,13194,3020,1005,2025-06-26 06:49:53,2025-06-26 17:54:12.557476,83715,in_progress,3229.3
81944,50871,12049,3020,1002,2025-11-09 21:47:12,2025-11-11 03:00:13.233972,82875,completed,7036.56
81945,,10484,3006,1005,2026-06-16 02:25:29,2026-06-16 06:56:28.570943,14394,completed,3372.3
81946,51401,11429,3024,1006,2026-01-10 13:23:11,2026-01-12 17:15:17.917895,51170,completed,4994.3
81947,50759,12803,3010,1002,2024-08-17 07:27:46,2024-08-17 13:07:15.706147,26120,open,3067.48
81948,52252,10502,3025,1003,2026-01-21 02:24:03,2026-01-22 22:48:08.376592,98052,open,3261.52
81949,,14876,3019,1002,2026-04-27 07:13:37,2026-04-27 17:48:45.412195,103286,completed,6786.33
81950,51425,11871,3010,1004,2024-08-15 01:36:40,2024-08-18 01:21:45.546515,101752,completed,4459.93
81951,52917,10468,3010,1003,2026-01-05 21:18:18,2026-01-08 07:58:53.726652,118255,completed,6335.03
81952,51676,10599,3009,1006,2026-03-08 22:53:24,2026-03-10 04:24:43.064626,118785,cancelled,3457.72
81953,,13835,3013,1006,2025-11-17 05:48:14,2025-11-19 08:02:21.910035,35700,in_progress,117.74
81954,50230,12040,3018,1004,2024-11-29 08:14:29,2024-12-01 23:26:22.120175,28887,in_progress,586.96
81955,50403,12837,3020,1005,2026-04-13 06:54:33,2026-04-12 23:40:05.824943,119365,completed,-517.32
81956,53499,14058,3013,1003,2025-12-02 11:25:24,2025-12-05 11:08:28.838132,13192,open,4381.04
81957,53392,14529,3011,1001,2025-06-21 20:31:39,2025-06-22 11:24:48.522697,7746,in_progress,1321.98
81958,50049,11126,3007,1006,2025-02-18 09:46:53,2025-02-18 15:02:09.595782,9330,in_progress,2500.86
81959,50578,12504,3007,1004,2024-08-28 14:08:05,2024-08-29 10:27:54.672498,21502,completed,1730.42
81960,51057,11448,3005,1006,2025-05-03 08:49:04,2025-05-06 04:49:15.434166,69916,cancelled,2431.18
81961,51795,14418,3022,1006,2025-12-06 00:18:07,2025-12-06 03:56:35.669900,119893,open,3880.08
81962,,13100,3015,1003,2026-04-06 10:35:50,2026-04-08 13:13:05.394967,6323,completed,123.74
81963,50463,13300,3021,1004,2026-01-04 12:16:10,2026-01-04 15:01:45.005881,44084,completed,6019.23
81964,,10369,3019,1006,2025-10-01 16:10:24,2025-10-04 15:16:57.530599,90620,completed,56.85
81965,51085,12122,3022,1004,2025-04-23 23:29:18,2025-04-24 05:36:55.715092,54560,in_progress,574.96
81966,53131,12979,3014,1002,2026-04-29 19:52:09,2026-04-30 01:10:23.915672,61865,open,675.54
81967,51168,14732,3019,1002,2026-04-07 06:06:40,2026-04-07 09:41:08.285996,48771,in_progress,4776.45
81968,52218,10225,3022,1001,2025-08-14 11:38:56,2025-08-17 03:22:46.416596,107568,completed,2185.16
81969,52756,12729,3021,1003,2025-03-27 08:02:51,2025-03-29 22:38:25.642789,37175,completed,419.48
81970,50687,13000,3018,1006,2026-03-01 09:23:33,2026-03-01 03:27:30.111715,48477,completed,65.0
81971,50779,10906,3013,1002,2024-10-17 19:09:45,2024-10-19 14:49:54.283238,33802,open,402.57
81972,51293,14454,3016,1005,2026-06-17 10:14:59,2026-06-19 22:54:26.891022,93199,completed,2159.34
81973,,12576,3013,1006,2025-11-07 04:58:15,2025-11-08 19:03:50.091958,20640,completed,5564.08
81974,50566,14461,3023,1006,2025-03-01 05:39:37,2025-03-03 17:33:37.961950,49468,open,5053.45
81975,,12291,3001,1005,2025-05-06 08:21:45,2025-05-08 01:12:48.458943,75282,completed,1139.7
81976,52849,11791,3006,1003,2026-01-16 14:48:50,2026-01-17 18:47:07.262472,105935,completed,226.97
81977,52944,14686,3011,1004,2024-07-23 06:52:13,2024-07-24 21:04:27.710133,100093,cancelled,3902.06
81978,50396,13295,3013,1001,2025-02-24 15:49:27,2025-02-25 02:21:07.815805,81702,open,2211.41
81979,53228,14708,3004,1006,2025-03-02 01:31:27,2025-03-04 15:27:18.962101,61748,open,1187.54
81980,53096,13852,3010,1003,2025-08-01 00:36:44,2025-08-03 21:16:49.492461,41678,completed,4572.43
81981,50837,12979,3007,1006,2026-03-24 02:51:07,2026-03-24 07:09:49.064610,71970,open,2973.61
81982,,10056,3021,1004,2024-08-18 03:53:43,2024-08-20 18:42:26.238571,67919,completed,2978.27
81983,53080,12338,3014,1004,2025-08-29 14:56:40,2025-08-31 16:08:34.034691,2393,in_progress,3573.41
81984,53681,11727,3020,1005,2025-04-08 21:53:45,2025-04-11 06:28:57.643227,114203,cancelled,6004.56
81985,50270,10412,3021,1004,2024-09-16 15:47:25,2024-09-18 03:42:35.191977,14876,cancelled,1223.7
81986,,11096,3018,1003,2026-03-12 20:46:24,2026-03-15 13:29:49.538608,66875,in_progress,3238.31
81987,52411,10015,3008,1004,2025-11-08 12:18:40,2025-11-11 11:43:32.258472,88203,cancelled,936.83
81988,52241,13936,3018,1002,2026-01-18 03:44:19,2026-01-18 14:24:45.646736,47882,completed,9035.52
81989,52458,11214,3025,1006,2024-09-03 00:45:11,2024-09-05 14:51:01.675327,27651,completed,187.7
81990,54037,13180,3007,1003,2025-08-01 11:37:07,2025-08-03 15:43:10.792107,11460,cancelled,1920.64
81991,53716,14805,3006,1001,2024-07-30 00:20:05,2024-07-30 11:42:59.989509,99879,cancelled,3779.85
81992,50750,13286,3002,1003,2025-11-11 09:20:57,2025-11-13 16:06:15.063267,72502,in_progress,687.87
81993,50248,11317,3025,1004,2025-12-08 01:11:43,2025-12-09 05:31:04.556190,82756,in_progress,1563.68
81994,54007,10282,3014,1002,2025-07-21 19:34:56,2025-07-22 04:54:47.023033,112319,open,401.0
81995,52920,11883,3024,1006,2025-09-15 04:20:23,2025-09-16 11:42:19.576369,58729,completed,1334.02
81996,51073,11309,3011,1004,2025-04-14 06:46:40,2025-04-16 11:07:28.624393,22193,completed,84.42
81997,52563,13388,3003,1003,2026-06-21 09:56:29,2026-06-23 16:55:37.228084,63566,open,1411.53
81998,50880,13058,3023,1002,2025-08-04 21:05:54,2025-08-06 00:19:03.518934,39433,open,275.44
81999,52212,13860,3023,1006,2026-03-10 08:46:09,2026-03-11 15:37:11.936573,84726,cancelled,2115.27
82000,53742,11652,3010,1001,2026-02-18 04:44:53,2026-02-20 03:58:45.837670,45618,in_progress,1270.16
82001,52042,14443,3017,1004,2025-05-18 22:48:31,2025-05-21 11:52:59.720199,19665,in_progress,4540.71
82002,52900,11558,3019,1005,2025-03-19 08:30:52,2025-03-22 01:53:59.496313,51286,completed,966.77
82003,51052,11633,3020,1004,2025-11-08 15:12:20,2025-11-09 02:06:00.872457,69666,open,749.79
82004,50626,14523,3013,1004,2024-11-28 05:11:21,2024-11-28 14:13:57.159317,7307,completed,2822.75
82005,53543,14800,3019,1001,2024-09-20 01:04:22,2024-09-21 08:52:12.595169,10961,completed,1622.45
82006,51087,11837,3015,1001,2025-12-11 02:53:14,2025-12-12 08:56:10.144591,37339,in_progress,386.37
82007,53425,10894,3008,1003,2025-04-15 02:13:46,2025-04-16 20:43:14.303059,36370,completed,-771.56
82008,52717,14505,3011,1002,2025-11-02 00:01:42,2025-11-04 16:30:07.117893,7476,completed,4788.18
82009,51682,13093,3019,1003,2025-11-14 12:55:38,2025-11-16 15:47:19.591705,100970,completed,-390.61
82010,52102,12209,3010,1005,2025-07-28 07:24:37,2025-07-29 04:34:37.795634,104145,in_progress,5679.66
82011,53676,11044,3011,1006,2024-09-21 10:22:44,2024-09-23 00:29:46.346767,102950,completed,5223.92
82012,51642,13723,3015,1002,2025-11-29 21:09:43,2025-12-01 21:58:51.197013,98732,completed,4812.94
82013,,12156,3009,1006,2026-02-22 14:49:09,2026-02-23 16:31:36.495851,87888,open,1145.21
82014,52398,14359,3010,1004,2025-08-12 18:16:48,2025-08-13 16:14:28.980653,100915,open,4250.86
82015,50452,10937,3007,1004,2026-01-30 05:11:05,2026-01-31 04:23:27.198503,94058,completed,3882.95
82016,51536,13494,3002,1004,2026-04-19 22:22:49,2026-04-22 02:55:37.381673,110865,completed,499.66
82017,52269,11111,3016,1006,2025-10-25 16:25:05,2025-10-26 10:20:25.559410,49252,completed,258.76
82018,51193,13349,3011,1005,2025-05-23 05:22:49,2025-05-24 06:58:02.935642,107918,completed,930.96
82019,52804,12026,3014,1005,2025-11-20 14:53:07,2025-11-20 17:53:56.258860,19577,in_progress,7050.36
82020,50523,13478,3004,1006,2026-05-11 08:25:05,2026-05-14 02:15:59.882820,53880,open,379.82
82021,54024,10963,3005,1006,2025-11-28 19:19:58,2025-11-29 04:59:47.281965,85444,open,3833.09
82022,53574,12825,3023,1006,2026-04-07 06:51:01,2026-04-08 21:50:20.804032,17974,open,1953.87
82023,51838,13437,3020,1001,2024-08-28 13:27:10,2024-08-30 09:29:55.714914,12349,completed,276.76
82024,50822,11986,3015,1003,2025-01-14 01:33:44,2025-01-16 15:44:00.070006,104493,completed,373.16
82025,50291,14348,3013,1003,2025-07-22 03:58:42,2025-07-23 09:08:07.744535,18512,completed,572.04
82026,52927,14557,3007,1006,2026-04-13 14:47:31,2026-04-14 03:31:08.846825,55754,completed,4752.23
