vehicle_id,vin,make,model,model_year,trim,color,mileage,condition,acquisition_date,list_price,cost,status,title_status,dealership_id
50657,JC59VM6H6EN5Y2W35,Chevrolet,Malibu,2017,XLE,Green,88736,new,2023-09-15,13092.54,10026.89,sold,salvage,1002
50658,97ADK0GLH2CLXSSTV,Hyundai,Santa Fe,2017,Base,Black,41260,certified,2026-04-09,32742.17,29251.12,sold,clean,1002
50659,6A8M3SSKNRDAKPLXL,Fard,F-150,2017,LE,Silver,"18,300 mi",certified,2025-10-27,15232.02,12981.45,pending,rebuilt,1001
50660,99LT64BLAM62BUXCM,Toyota,Highlander,2016,LE,Green,"53,099 mi",used,2025-12-02,13829.86,12827.4,sold,salvage,1004
50661,8VXR5UDEM1UCZ3VNK,Ford,Mustang,2026,Base,Gray,43437,certified,2025-06-13,47381.71,38349.41,sold,clean,1003
50662,XWY5STYUHPJR41E3M,Chevrolet,Silverado,2021,LE,White,23183,certified,2026-02-20,19915.55,17755.58,sold,clean,1001
50663,KUKDZL38N9A51HSH7,Honda,Odyssey,2022,LE,Blue,80624,new,2025-08-12,20445.17,16043.86,in_stock,clean,1006
50664,30GL7AX8BL7NBRMDD,Jeep,Cherokee,2016,Base,White,92611,certified,2025-06-06,11965.03,8895.34,sold,rebuilt,1005
50665,79GYHVG69L40VDF2M,Toyota,Camry,2020,LE,Red,"22,058 mi",new,2024-08-23,30557.19,28687.76,sold,clean,1003
50666,D0NJR7E07YWT2PMTK,Jeep,Cherokee,2020,Sport,Gray,41592,new,2025-06-20,28617.06,26875.11,pending,clean,1001
50667,GCE4D5B46CTSALUGP,Nissan,Pathfinder,2021,Base,Red,"80,601 mi",new,2026-06-06,19758.18,17483.93,sold,rebuilt,1006
50668,TM9H0FU5SAXR6GZY8,Toyota,RAV4,2018,Limited,Blue,"46,665 mi",certified,2025-08-06,16155.77,14474.24,sold,clean,1004
50669,KTRVHF6NXRK0WUBYX,Hyundai,Santa Fe,2020,Sport,White,24535,certified,2026-05-20,14915.54,11679.96,sold,clean,1006
50670,WW73C8891L38VPRNY,Ford,F-150,2018,XLE,Green,18220,used,2023-07-23,25705.03,24412.34,sold,clean,1005
50671,XRYPENEPZJEW9Y7YE,Toyota,RAV4,2023,XLE,White,42175,new,2026-02-24,24981.38,22741.49,in_stock,clean,1001
50672,0WMX942AHT2GH4AHB,Ford,Mustang,2023,XLE,Blue,13697,used,2025-04-10,55232.85,41454.25,pending,clean,1003
50673,NA2HZV7FDX66DS6GP,Ford,Explorer,2017,Base,Green,"43,242 mi",certified,2023-12-31,52076.09,39115.31,sold,CLEAN,1005
50674,7EZUY4D2YXGYMUM7X,Nissan,Rogue,2026,Base,Red,50517,new,2024-06-22,50948.06,42929.19,sold,salvage,1001
50675,RABSABWZLCLNXA199,Honda,Pilot,2026,Limited,Blue,51281,new,2024-01-09,13150.07,11855.97,sold,clean,1002
50676,HE7D1KKH8WJ3ANKAA,Honda,Civic,2019,Limited,Black,33485,used,2025-03-30,28928.46,23019.33,sold,Salvage,1002
50677,CY8AFMTUKN2AKX38S,Honda,CR-V,2018,LE,Red,76687,new,2025-08-30,24029.52,21015.61,sold,clean,1001
50678,UR193GUDPB2302NBB,BMW,3 Series,2026,Limited,Black,42371,used,2023-10-25,37283.51,34983.2,sold,clean,1002
50679,UUSBT7FWM8JAZFNZV,BMW,X3,2017,XLE,Red,30705,certified,2025-11-03,30707.06,23361.77,sold,clean,1001
50680,23K0FN67K72AZ0ZA9,Hyundai,Elantra,2020,Limited,White,53926,certified,2026-05-03,12362.1,11290.46,sold,clean,1001
50681,D729EK699AEMK2ZFD,Toyota,Corolla,2022,LE,Red,36977,certified,2024-07-23,23907.24,19461.07,sold,rebuilt,1003
50682,ZPPV9BBEN4DWV8TJH,NISSAN,Rogue,2020,LE,Silver,63744,new,2024-03-09,53372.64,41185.83,sold,clean,1003
50683,W7B7KH740DZRCTURF,Fard,Mustang,2026,Limited,Gray,23487,used,2025-05-13,32547.88,28593.77,sold,clean,1003
50684,VD6SS8PXHBANPF39S,Toyota,Highlander,2026,Limited,Red,6580,new,2025-02-28,50249.46,40408.74,sold,clean,1006
50685,CH9A7RLGZHUE8PU2C,Jeep,Grand Cherokee,2023,Base,Gray,94409,new,2025-12-01,41487.39,33574.65,sold,REBUILT,1006
50686,FN056EFSMEH8DXV11,BMW,X3,2025,Sport,Black,93166,certified,2026-02-25,38668.45,36635.77,sold,REBUILT,1003
50687,JZUDBZVYRBWJGVSF3,BMW,X5,2022,XLE,Black,"68,775 mi",certified,2025-01-05,18470.07,15353.63,sold,clean,1005
50688,PPM1LHBBRY9U7JHY0,Nissan,Altima,2017,XLE,Blue,75833,new,2026-04-05,42141.11,32482.54,sold,salvage,1002
50689,4FJUJDWTEY2JD7K7V,Honda,Odyssey,2025,Limited,Silver,"70,221 mi",certified,2024-12-30,19172.61,15221.03,in_stock,,1006
50690,15TD9303CBLMY8BRW,Toyota,Camry,2025,LE,Silver,23806,certified,2025-02-26,37243.91,30871.32,sold,clean,1006
50691,3HZMCW1SV856TGZW4,Jeep,Wrangler,2019,LE,Silver,64433,certified,2026-03-04,27307.6,25574.77,sold,rebuilt,1006
50692,5T9DEY06LDZ1XJL6F,Nissan,Altima,2025,LE,Blue,39800,certified,2024-10-24,13680.82,11250.09,sold,clean,1004
50693,A46SNJ979F5KNYMGZ,Toyota,Highlander,2017,LE,Gray,67227,new,2026-01-19,9931.89,9315.83,in_stock,rebuilt,1005
50694,EPVZ0E3P99SM95HC0,Ford,Edge,2023,XLE,Silver,75784,used,2026-03-09,46601.48,44069.59,sold,clean,1006
50695,GHK9HW7GUSVCGFYVB,Handa,Civic,2026,LE,White,1196,certified,2025-12-13,10365.02,8512.79,sold,rebuilt,1003
50696,3NDH584M2DTK7W0S7,hyundai,Elantra,2025,XLE,Green,17611,used,2025-06-01,10812.66,9450.2,pending,clean,1006
50697,0PCSRYDBP512CCMXX,Hyundai,Sonata,2016,LE,Red,18930,new,2023-08-27,30080.45,22656.89,sold,salvage,1003
50698,KSFDHBVZ6ZGSBGLA8,bmw,3 Series,2019,Base,Green,9750,new,2024-01-29,35183.5,27096.74,sold,salvage,1005
50699,6M4FXWS1HL8NZZKVN,Honda,Pilot,2020,Limited,Green,17631,new,2024-04-25,20266.16,18690.3,sold,salvage,1002
50700,F3GSYAKWYXMY295DC,Ford,Edge,2022,LE,Silver,22093,new,2026-05-23,10637.43,8265.71,sold,salvage,1004
50701,MGM5F2VRH2YDD3TEE,Ford,Edge,2022,Base,Green,12253,certified,2025-10-22,37922.12,31216.12,sold,clean,1002
50702,6W9V9R39AJLYCGP06,Toyota,Camry,2026,Limited,Green,40360,used,2025-05-06,51275.87,40157.33,in_stock,clean,1001
50703,2AYL2HHBWV83GVUNV,Chevrolet,Tahoe,2016,XLE,Black,"61,647 mi",certified,2026-06-12,19101.28,14720.51,sold,clean ,1001
50704,0LRX096JX0AZ0KUEG,Chevrolet,Tahoe,2016,Limited,Gray,86691,used,2024-12-30,14444.69,11734.64,sold,salvage,1006
50705,5L0VRZU0X6M4PW0YA,Honda,CR-V,2016,LE,White,89790,used,2024-07-15,45810.68,37137.17,sold,salvage,1006
50706,9XBUC3JDWRVHAKRBG,Toyota,Tacoma,2026,LE,Black,70596,certified,2025-06-26,27526.02,25079.15,sold,rebuilt,1006
50707,27NU9HZSFMLFATN2C,Honda,Civic,2021,Sport,Red,67485,used,2024-01-27,25135.99,22391.2,sold,salvage,1001
50708,A35AC0PCRL3FYG6GC,Nissan,Rogue,2020,Base,Blue,86761,certified,2026-05-08,46820.96,41037.26,sold,REBUILT,1003
50709,EWT8CY8RX9DYUH4SG,Nissan,Pathfinder,2024,Limited,Blue,73316,new,2024-02-16,47626.78,36069.95,sold,rebuilt,1002
50710,AXB37V9H5DNRCSS7Z,BMW,X3,2026,Limited,Black,"20,793 mi",new,2023-10-15,29172.59,23294.8,sold,rebuilt,1002
50711,PTHDMB4H1GYP3ED38,Toyota,Camry,2016,Sport,Gray,77167,used,2025-11-16,11963.2,11319.04,pending,clean,1005
50712,L2X8EDZJ9VE34RE9Z,Hyundai,Sonata,2021,LE,Blue,62239,used,2024-09-30,18742.65,14849.68,sold,salvage,1003
50713,1FFZPVBXKWJ434534,Hyundai,Sonata,2025,Limited,Green,39422,new,2024-11-17,30637.13,-49.9,sold,clean,1001
50714,4UCV7CPSWGASEGE0Z,Toyota,Highlander,2023,Sport,Black,"34,272 mi",new,2025-10-26,35356.03,26618.14,sold,salvage,1001
50715,RKBHNCKJNSZUDS05F,Chevrolet,Silverado,2019,LE,Green,23705,used,2025-02-12,38905.58,32358.6,sold,salvage ,1005
50716,0FXV1D14D543U8FKU,Nissan,Sentra,2019,XLE,Blue,51116,certified,2024-05-06,37901.89,31179.15,sold,rebuilt,1006
50717,9RK47S2D4RDE5KFCY,Hyundai,Tucson,2025,LE,Gray,64133,new,2025-12-01,24677.41,20098.27,pending,clean,1005
50718,ED1ZFXGP9KLL3KN1Y,Chevrolet,Equinox,2024,Limited,White,34307,new,2024-09-18,25709.33,20296.94,sold,salvage,1003
50719,990FZ92VCW96EJF6A,Hyundai,Elantra,2023,Sport,Gray,"41,524 mi",certified,2024-11-05,56202.67,44369.51,sold,clean,1001
50720,P3XEKMAE3N052GS2W,Jeep,Cherokee,2026,Sport,White,13809,used,2024-10-05,28625.34,27199.5,sold,CLEAN,1006
50721,GTSCGTM26R2NKXGZS,Jeep,Cherokee,2017,Base,Blue,78858,new,2024-04-22,23269.23,17991.19,in_stock,salvage,1003
50722,74F6GRZXE9U3G7K9W,Chevrolet,Silverado,2023,Base,White,42478,used,2025-12-07,20957.71,18771.45,in_stock,salvage,1004
50723,RPD40Z52ESZYJJAKJ,Honda,Odyssey,2023,Limited,Gray,70753,certified,2025-10-01,14996.05,13616.44,sold,clean,1001
50724,USRHF94S0WC0JX2TB,BMW,X5,2022,Base,Blue,45137,used,2026-05-30,9708.0,9020.56,sold,Rebuilt,1003
50725,M8XA4S3LKMLYAZS92,Hyundai,Santa Fe,2021,LE,Black,80007,new,2025-02-09,54789.55,41717.3,sold,,1002
50726,LCUMWY86M5NFSLFG9,Chevrolet,Malibu,2016,Limited,Green,12231,used,2025-01-01,30728.4,27201.34,sold,salvage,1006
50727,F4YHX046SN51ED6J5,Ford,Edge,2023,Limited,Green,45001,certified,2025-09-22,42294.58,39869.48,sold,Rebuilt,1006
50728,CZBJFGJYA09P2LYE6,BMW,X5,2016,LE,Silver,38114,used,2025-03-18,55414.69,43610.65,sold,rebuilt,1006
50729,NMJLN5LENAM8PMJBW,Jeep,Cherokee,2020,Limited,Silver,74397,new,2025-04-29,43548.93,37458.37,sold,salvage,1001
50730,9E8K7MUSNT65LBTTV,Toyota,Camry,2019,Sport,Gray,22179,certified,2025-06-10,18210.24,16020.99,sold,rebuilt,1002
50731,84TGSBA95FD4KRYH2,Ford,Explorer,2025,LE,Green,65035,used,2025-02-15,33280.43,29137.09,pending,salvage,1001
50732,Y23AMB84KUXFSD3HK,Ford,Explorer,2023,LE,Silver,37670,used,2025-08-28,42710.42,37697.75,sold,rebuilt,1006
50733,UXR5C07ZUVFY96WUH,Jeep,Compass,2021,Base,White,72975,used,2025-05-29,41610.67,36411.78,sold,clean,1002
50734,ZAHWD54H06UBDW94C,Ford,Edge,2024,Base,Green,57486,certified,2026-03-02,45003.96,35390.43,sold,clean ,1006
50735,59V6XLL9E0YEX2MWR,Ford,Mustang,2023,LE,Red,31127,used,2025-08-01,38210.53,-102.15,pending,salvage,1005
50736,7M9W109Y63B0BX707,JEEP,Wrangler,2021,LE,Blue,30197,used,2024-10-09,10851.19,9263.0,sold,salvage,1005
50737,T3ZMFN0D0ND51JAXT,Ford,Edge,2018,Sport,Black,14030,new,2025-12-04,13361.53,11056.04,in_stock,salvage,1002
50738,S3W0C5BESWJMRXXBU,Nissan,Sentra,2020,Base,Silver,36906,new,2025-03-28,14894.98,12463.5,sold,rebuilt,1004
50739,DTFK0993CV2AJLXCL,Honda,Civic,2026,Base,Black,4310,new,2024-12-07,38263.11,32441.42,sold,rebuilt,1001
50740,J582ATCM5HPAHAD9U,Jeep,Cherokee,2025,XLE,White,"5,269 mi",used,2025-01-22,12171.1,11146.62,sold,clean,1003
50741,PUX81VW596K1EF2F3,Nissan,Altima,2026,XLE,Gray,14702,certified,2025-06-16,39635.13,35599.15,sold,rebuilt,1004
50742,61KV0W9XF24M4RY5X,Hyundai,Tucson,2020,Limited,Green,17779,used,2025-05-11,29903.17,23922.38,pending,rebuilt,1003
50743,MHW6MSCNL5DXYWUAL,Jeep,Wrangler,2023,XLE,Black,70188,new,2026-05-04,51949.53,38586.6,sold,clean,1002
50744,K14GS163NW0JXKX9A,Nissan,Rogue,2019,Base,White,"20,874 mi",certified,2025-01-13,10647.97,8220.25,sold,clean,1001
50745,EF78BAL9HDXPBSD1W,Honda,Accord,2017,Sport,Gray,48307,used,2024-12-04,17002.32,14230.34,pending,salvage,1006
50746,GB66JZAJHCYPD4A9U,Toyota,Corolla,2019,Limited,Blue,7177,certified,2026-06-17,21182.45,19155.85,sold,clean,1002
50747,7K6UMNRF6Z4EN4NHH,Honda,Accord,2021,Limited,Gray,11807,new,2025-10-01,18501.68,15074.12,sold,rebuilt,1006
50748,0RH4UBMP5RPDU06UG,Jeep,Cherokee,2026,LE,Red,7897,certified,2023-12-19,52111.72,41523.57,in_stock,rebuilt,1005
50749,7BJ868MG698K69K1Y,Hyundai,Elantra,2016,Base,Green,43954,used,2024-11-28,40656.02,34096.11,sold,clean,1006
50750,18HPKPYNAKEYYZMKP,Chevrolet,Silverado,2025,LE,Black,30225,new,2023-11-02,49394.2,42511.02,sold,salvage,1003
50751,GDH95AYDCDRGGRJCR,Honda,Civic,2022,Base,Red,74313,new,2025-12-20,14528.72,11452.31,sold,clean,1004
50752,9D7SVV41AHDLPFS59,Toyota,Corolla,2016,XLE,Silver,52684,new,2025-05-10,24348.45,18208.56,pending,salvage,1004
50753,LDM8PDW8CYXCGWURA,Toyota,Camry,2017,Base,Black,22360,certified,2024-01-15,31455.46,29279.19,sold,rebuilt,1006
50754,VLS40P7Z0TGJM1WMW,hyundai,Sonata,2025,Base,Silver,32154,new,2024-06-01,44448.13,40733.34,sold,salvage,1005
50755,SAF4HM7KWM1J9FEXB,Jeep,Compass,2023,Base,Gray,44343,used,2024-03-06,39986.94,30772.41,sold,clean,1005
50756,8DYZ5CGUSBK525H9J,Ford,Escape,2020,XLE,Black,60875,new,2024-10-16,47636.08,36131.49,sold,clean ,1003
50757,372VJ3SRPHNLZ3MFM,Ford,Edge,2026,Sport,Silver,"10,690 mi",certified,2026-03-23,23385.51,17375.69,sold,rebuilt,1001
50758,3RU3F6W2T59MD7YKD,Nissan,Altima,2023,XLE,Gray,79296,new,2024-07-12,25544.89,21644.25,sold,REBUILT,1001
50759,3NH8U9G36TRGKHM6K,Nissan,Pathfinder,2021,Limited,Green,10535,new,2025-11-10,43461.89,33051.37,sold,clean,1004
50760,4T6Y1BGY60UG064HT,BMW,5 Series,2018,Limited,White,73657,certified,2025-02-02,37330.92,32598.33,sold,clean,1002
50761,RUMKHRK388PLX1DSV,Nissan,Rogue,2023,XLE,Red,16398,new,2024-07-19,17626.87,14259.43,sold,rebuilt,1003
50762,E56BG8EZV9TXD0S1J,Chevrolet,Malibu,2019,Sport,Blue,78098,new,2025-01-09,16420.52,13631.21,sold,rebuilt,1001
50763,EY7KVY12XU4VP97PA,BMW,X5,2023,Base,Green,50035,certified,2023-09-05,44834.13,40088.32,sold,clean,1001
50764,GJW8HNBYLA2UBEF5A,Nissan,Pathfinder,2022,Sport,Red,47414,new,2023-08-31,13332.04,10194.02,sold,rebuilt,1002
50765,FXXG28NPR6AVNX3SM,Jeep,Cherokee,2023,Sport,Black,"93,334 mi",new,2026-05-21,38520.77,30538.68,sold,salvage,1002
50766,7ZM2US588YJYWJG6F,Hyundai,Elantra,2025,Base,Gray,64614,new,2024-11-15,32447.14,29635.14,sold,salvage,1005
50767,XCXP60UDUYHETHAFA,Nissan,Frontier,2024,Limited,Blue,28556,used,2024-09-23,24727.91,20318.19,in_stock,rebuilt,1005
50768,11409EN7ANU8RGMYU,BMW,5 Series,2025,Sport,Black,12732,new,2024-09-07,38442.88,33274.47,sold,rebuilt,1004
50769,3B6SF0CU7JY013GML,Jeep,Grand Cherokee,2020,Base,Green,20088,used,2026-01-16,37413.19,31221.39,pending,salvage,1005
50770,C5CTVF3B7NBK708TN,Ford,Edge,2018,Base,Silver,38003,new,2025-03-11,32976.07,24722.41,sold,salvage,1001
50771,ZTMMPP4A3TNW5J4RL,Toyota,Camry,2017,XLE,White,78316,new,2026-03-19,37468.69,29983.62,in_stock,salvage,1005
50772,4UATFM0W7JW4PPCNW,jeep,Compass,2021,Limited,Blue,71225,new,2024-06-18,41537.72,31171.71,sold,rebuilt,1006
50773,7G2HRC407D7HRB9BK,Nissan,Altima,2026,Limited,Gray,38896,certified,2024-09-29,39992.61,35311.71,sold,clean,1005
50774,6HH9JKESH5KR1EPJC,Jeep,Wrangler,2016,Base,Green,73926,used,2024-01-10,14618.31,12935.75,sold,REBUILT,1001
50775,065N2UHVDMM1Z4MAU,Jeep,Cherokee,2024,XLE,Blue,4005,used,2025-08-03,34339.37,27311.09,sold,salvage,1006
50776,JGE9PEYF7XSC7LBT9,Hyundai,Elantra,2022,Limited,Black,73797,used,2024-09-16,31331.93,28624.99,sold,clean,1005
50777,SMETU034PFW38AUFG,Ford,F-150,2021,Base,Gray,18180,used,2025-05-01,45316.61,41670.44,sold,rebuilt,1006
50778,D5D8D68SBSLMMKHAJ,Hyundai,Santa Fe,2017,XLE,White,14153,used,2023-09-14,39145.52,30566.17,sold,salvage,1002
50779,F55F9ZC2WG68RJBP2,Nissan,Frontier,2016,Sport,Black,16405,new,2026-01-27,15810.52,12518.0,pending,salvage,1003
50780,364PHVHPGMPMMRW8C,BMW,3 Series,2016,Base,Silver,36423,certified,2026-06-10,32165.66,24739.78,sold,rebuilt,1001
50781,C8PTMDU0A08PJ32ND,Hyundai,Sonata,2021,Sport,White,42792,certified,2025-05-16,48345.79,38754.01,sold,REBUILT,1006
50782,TYPF4AV1CGNPA86L2,Jeep,Compass,2018,Limited,White,35315,certified,2025-03-14,44044.8,39638.61,pending,rebuilt,1005
50783,W09DJX6209N7KZGB3,bmw,X3,2022,XLE,Black,19204,certified,2026-07-05,27382.39,21245.32,in_stock,rebuilt,1004
50784,UZNUZLP0LHV3HEFD0,Ford,Edge,2021,Limited,Blue,73985,used,2025-03-06,35521.65,28292.14,sold,clean,1004
50785,P1XHZ3XUZ3ARZ21H8,Nissan,Rogue,2019,Limited,Blue,40120,certified,2024-05-01,48501.05,43153.82,pending,clean,1005
50786,J0911N7BMF37BEK43,hyundai,Santa Fe,2023,Base,Gray,63389,certified,2023-09-15,41022.74,32307.03,sold,Clean,1002
50787,FPPK4CF8N3S81M7WL,Ford,Escape,2016,Limited,Blue,20922,used,2024-04-10,32753.36,30359.36,pending,clean,1004
50788,63LTSJNF5TW97TH0K,Toyota,Camry,2016,LE,Black,10155,used,2024-12-24,41144.42,31052.68,sold,salvage,1003
50789,9S24V8H9PVUZ1V6KZ,BMW,X3,2021,LE,Green,11173,used,2023-09-04,44377.33,33080.62,in_stock,salvage,1006
50790,JXG3HRB3RGMJYCSTF,Hyundai,Santa Fe,2019,XLE,Red,76938,new,2024-04-30,47348.66,-329.6,sold,clean,1001
50791,H8CA979ENMFGHHM6W,BMW,3 Series,2016,XLE,Blue,92197,certified,2025-01-08,29157.66,25202.73,sold,rebuilt,1005
50792,MDZMUXYANG4SC7SPZ,Ford,Mustang,2025,Limited,Red,46484,certified,2025-10-16,44498.3,36157.59,sold,rebuilt,1003
50793,TFDUJB5FCFZ3RRGC7,BMWa,X3,2021,Sport,Gray,54923,certified,2025-03-09,44563.27,35199.34,in_stock,rebuilt,1006
50794,NKSFCWD3WUC3N6JEP,Nissan,Sentra,2022,Sport,Green,4319,used,2026-03-19,35584.85,32532.04,sold,salvage,1006
50795,3F6X0VFSPC9G0EERB,Honda,CR-V,2016,Base,Black,68400,used,2025-04-11,38662.73,35188.45,sold,rebuilt,1006
50796,UEY1HN0W11NB5N96Y,Jeep,Grand Cherokee,2022,XLE,Blue,83930,new,2024-01-14,48472.37,37530.43,sold,salvage,1004
50797,JWH8ZBK96NSE5TZWZ,HONDA,Odyssey,2022,LE,Gray,"75,609 mi",certified,2025-12-18,49695.22,36910.7,in_stock,,1003
50798,PP5K1X4N5LDDVXE20,BMW,X5,2021,Limited,Black,83670,certified,2024-08-04,39692.66,32644.25,sold,rebuilt,1003
50799,8JFJR5JKTJ9KNVTKD,Honda,Pilot,2023,Base,White,"44,447 mi",new,2023-11-05,35512.23,28040.63,in_stock,salvage,1002
50800,UUTUDYGN5V5DZYTAC,Chevrolet,Silverado,2021,Sport,Blue,61511,new,2023-09-29,25660.95,20516.91,sold,clean,1002
50801,NNJFZPLMPSKDF93G1,Jeep,Wrangler,2018,Sport,Blue,74913,certified,2026-05-15,36045.94,32008.68,sold,rebuilt,1003
50802,ML8TNADR9L00R1RFZ,Jeepa,Compass,2023,LE,Gray,8380,certified,2023-11-09,11549.25,9573.38,in_stock,clean,1001
50803,ZB15AJRG6YCGBXSYJ,Chevrolet,Traverse,2017,Sport,White,26759,used,2024-10-14,24284.18,20537.07,sold,clean,1002
50804,UFGLG12D1MXP3EPGU,Hyundai,Santa Fe,2024,Sport,Red,54787,used,2025-07-08,17815.52,13832.22,sold,Salvage,1004
50805,A52M07PF104KXF2EZ,BMW,X5,2024,LE,Green,31789,certified,2025-11-17,14100.99,10753.46,in_stock,rebuilt,1001
50806,RR865PEZN2X7VY92Y,Honda,Civic,2024,Sport,Blue,"70,316 mi",certified,2024-06-05,22288.08,16711.46,sold,clean,1002
50807,TKPGF393MHGS804V9,Ford,Explorer,2024,Sport,Blue,20306,new,2024-02-24,45271.63,40456.42,sold,salvage,1002
50808,0VBDEBRAGMGJTV2PN,Toyota,Highlander,2016,LE,Red,67156,certified,2024-04-08,50534.55,40495.87,pending,clean,1004
50809,LERKPC3TCDXFX1PR0,Chevrolet,Traverse,2017,LE,Black,"39,958 mi",new,2025-10-15,25202.99,20611.49,sold,clean,1002
50810,YGLVRJ01YAVV3V003,Nissan,Frontier,2025,Limited,Blue,"85,691 mi",used,2026-07-05,12879.12,9577.69,pending,clean,1001
50811,3VSK7PNK1DUSMD4HF,Chevrolet,Equinox,2018,Base,Green,40238,used,2026-06-20,24040.06,20989.65,in_stock,rebuilt,1004
50812,TG5WC5L73G7H3VKD8,Toyota,RAV4,2020,LE,Gray,73192,new,2026-06-23,30032.14,25531.48,pending,salvage,1003
50813,975EE27T86YPF1K67,Honda,Pilot,2016,Sport,Blue,"47,934 mi",certified,2025-10-02,30765.44,25577.89,sold,rebuilt ,1004
50814,332ALW3GV0XU0EH8Y,jeep,Cherokee,2021,Limited,Silver,"56,977 mi",used,2024-01-06,13142.06,10207.16,sold,salvage,1005
50815,Z25MPA9XXUVR3WUR7,Chevrolet,Traverse,2020,Sport,Red,83710,used,2023-12-02,29666.68,-47.48,in_stock,clean,1001
50816,H052KWB2SPYF3K2T6,BMW,X5,2023,Limited,Red,35453,new,2025-09-06,44395.53,36871.76,sold,salvage,1001
50817,HSCLDBFUXCE4JVWWA,Chevrolet,Tahoe,2016,Limited,Black,"83,513 mi",new,2024-01-21,23938.52,22140.05,sold,rebuilt,1002
50818,XDKNDB26M9V2NYYY1,BMW,5 Series,2020,LE,White,6991,certified,2025-04-26,21110.52,19220.0,pending,rebuilt,1004
50819,A9CU6WCZF0V9J09EM,Toyota,Tacoma,2016,LE,Gray,486,certified,2024-07-08,52129.85,40332.77,in_stock,clean,1002
50820,RMYFY0J6TJ2376HCM,Jeep,Grand Cherokee,2019,LE,Green,52859,used,2024-09-03,21490.93,18229.02,sold,clean,1006
50821,8LDYJF86ZC1RK862T,Hyundai,Tucson,2019,Base,Black,74458,used,2024-05-10,40954.55,33871.61,sold,rebuilt,1002
50822,S23X8BVHG0RX4TJRE,Nissan,Altima,2022,XLE,White,50703,certified,2025-05-11,44928.18,34542.42,sold,clean,1006
50823,B53SFLVCX7K1JU9S7,Honda,Odyssey,2021,Base,Gray,1265,certified,2024-05-04,19385.56,16977.56,sold,rebuilt,1001
50824,V30JURWNFFW0B2WXR,Hyundai,Elantra,2019,XLE,Blue,"42,955 mi",certified,2026-02-25,33139.6,31149.41,sold,,1005
50825,ZJKLW97VNKR3L9LXY,Jeep,Compass,2026,XLE,Black,90565,certified,2024-07-17,15443.39,13632.87,sold,clean,1001
50826,V6GEKCGEG4KMDZ02U,Nissan,Altima,2017,Limited,Blue,1809,new,2025-04-08,45804.99,34836.01,sold,salvage,1005
50827,MGAY3ELG7ZL0T8D5P,Toyota,Corolla,2021,Limited,Red,80493,new,2024-11-21,43029.86,-127.51,in_stock,salvage,1003
50828,XAA7CGWPA0W5F2PUT,Nissan,Pathfinder,2017,XLE,Black,"17,397 mi",used,2025-10-16,28836.44,21783.17,in_stock,rebuilt,1002
50829,M6AG84CLTAJ2SX460,Hyundai,Elantra,2021,LE,Red,"3,418 mi",new,2026-01-06,18516.86,13720.98,pending,salvage,1005
50830,R6JZANVCDF7CW52VC,honda,Civic,2016,LE,Green,56375,new,2025-09-28,16032.62,13042.29,sold,rebuilt,1006
50831,Z39949L7RT7C5JV4M,HONDA,Pilot,2021,Limited,Red,25508,used,2023-09-18,17733.28,15119.24,in_stock,salvage,1005
50832,1ASYLNPF3J77BJ8TM,BMW,X5,2024,LE,White,4092,new,2024-08-07,30758.83,23542.49,in_stock,rebuilt,1001
50833,ZNNZG5W1V1W48GV6G,Chevrolet,Silverado,2020,LE,Blue,"12,429 mi",new,2024-06-26,49823.42,37682.36,sold,salvage,1006
50834,ERRN1GVPVX4W18EFY,Jeep,Grand Cherokee,2019,Limited,Silver,581,certified,2025-05-20,44370.27,40902.02,sold,clean,1006
50835,7CYCEUJ7X0L2S0TDY,BMW,5 Series,2023,Base,Black,1492,used,2024-06-20,48641.35,43717.62,pending,clean,1006
50836,3FVJYDT3F2G7EPM8H,Chevrolet,Tahoe,2020,Sport,Black,35773,used,2025-02-12,54974.15,44691.13,sold,,1001
50837,J6T31SXG1FJNV4HEJ,Jeep,Compass,2022,LE,White,91198,new,2025-05-24,41067.6,34927.47,sold,CLEAN,1005
50838,1RWF3ZX4F4FUCJELB,Chevrolet,Silverado,2019,Base,Red,18544,new,2025-12-23,58480.29,44261.39,sold,clean ,1006
50839,XKL5XAWV3X15CH3K9,Ford,Mustang,2021,Limited,Silver,44333,certified,2023-11-20,56855.49,43899.54,sold,rebuilt,1005
50840,1BZMZ5RU9YAPCP9KT,Honda,Pilot,2020,Limited,Blue,36782,used,2025-09-17,27706.96,21230.86,in_stock,rebuilt,1001
50841,LPA7U96VZNUAHD6VD,Toyota,Tacoma,2018,XLE,Gray,73272,new,2026-06-27,55690.97,42508.49,sold,rebuilt,1002
50842,JZG1W97TM8BE96LR9,Jeep,Compass,2026,XLE,Red,38642,used,2023-12-19,29910.25,28011.66,in_stock,rebuilt,1004
50843,45PBTDAD0P1Z47N8M,Toyota,Highlander,2025,LE,Gray,"29,272 mi",used,2023-12-10,23212.89,21215.79,sold,salvage,1005
50844,R3BL4B987X88N0UV3,BMWa,X5,2019,XLE,White,"35,610 mi",new,2023-08-29,55316.68,43196.32,sold,salvage,1005
50845,Y1XZK9CDF821248HX,Jeep,Wrangler,2022,LE,Black,55818,used,2023-08-20,24860.21,19423.72,in_stock,clean,1006
50846,BL5PGS6J3YEJXXY7J,BMW,X3,2021,LE,White,50199,certified,2024-01-05,24454.53,20637.4,in_stock,clean,1003
